Mes;Magnitud;Tipo Estación;Zona;Estación;Concentraciones medias mensuales
Ago 2013;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;25
Ago 2013;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;28
Ago 2013;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Sep 2013;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;20
Sep 2013;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;22
Sep 2013;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;20
Sep 2013;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;22
Sep 2013;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;22
Sep 2013;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;21
Sep 2013;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;22
Sep 2013;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;21
Sep 2013;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;23
Sep 2013;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;29
Sep 2013;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;21
Sep 2013;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;21
Sep 2013;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Oct 2013;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;15
Oct 2013;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;20
Oct 2013;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;14
Oct 2013;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;17
Oct 2013;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;18
Oct 2013;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;20
Oct 2013;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;19
Oct 2013;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;19
Oct 2013;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;21
Oct 2013;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;25
Oct 2013;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;22
Oct 2013;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;21
Oct 2013;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Nov 2013;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;10
Nov 2013;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;15
Nov 2013;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;11
Nov 2013;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;12
Nov 2013;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;12
Nov 2013;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;15
Nov 2013;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;14
Nov 2013;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;14
Nov 2013;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;16
Nov 2013;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;18
Nov 2013;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;16
Nov 2013;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;15
Nov 2013;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Dic 2013;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;13
Dic 2013;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;18
Dic 2013;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;13
Dic 2013;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;14
Dic 2013;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;14
Dic 2013;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;16
Dic 2013;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;18
Dic 2013;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;15
Dic 2013;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;17
Dic 2013;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;19
Dic 2013;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;17
Dic 2013;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;17
Dic 2013;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Ene 2014;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;8
Ene 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;11
Ene 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;9
Ene 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;9
Ene 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;9
Ene 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;11
Ene 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;11
Ene 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;11
Ene 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;11
Ene 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;14
Ene 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;14
Ene 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;12
Ene 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Feb 2014;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;8
Feb 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;10
Feb 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;9
Feb 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;9
Feb 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;9
Feb 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;10
Feb 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;10
Feb 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;11
Feb 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;10
Feb 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;14
Feb 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;15
Feb 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;11
Feb 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Mar 2014;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;16
Mar 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;21
Mar 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;18
Mar 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;18
Mar 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;19
Mar 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;20
Mar 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;19
Mar 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;21
Mar 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;20
Mar 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;25
Mar 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;22
Mar 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;22
Mar 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Abr 2014;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;14
Abr 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;19
Abr 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;16
Abr 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;17
Abr 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;18
Abr 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;19
Abr 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;17
Abr 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;19
Abr 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;18
Abr 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;22
Abr 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;19
Abr 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;21
Abr 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
May 2014;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;16
May 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;18
May 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;16
May 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;16
May 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;17
May 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;17
May 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;20
May 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;19
May 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;16
May 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;20
May 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;19
May 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;21
May 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Jun 2014;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;22
Jun 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;26
Jun 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;24
Jun 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;24
Jun 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;26
Jun 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;25
Jun 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;25
Jun 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;28
Jun 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;24
Jun 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;32
Jun 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;26
Jun 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;28
Jun 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Jul 2014;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;23
Jul 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;26
Jul 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;25
Jul 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;25
Jul 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;26
Jul 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;26
Jul 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;26
Jul 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;30
Jul 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;24
Jul 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;34
Jul 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;28
Jul 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;31
Jul 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Ago 2014;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;24
Ago 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;25
Ago 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;27
Ago 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;27
Ago 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;28
Ago 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;26
Ago 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;27
Ago 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;33
Ago 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;23
Ago 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;36
Ago 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;27
Ago 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;35
Ago 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Sep 2014;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;18
Sep 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;20
Sep 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;20
Sep 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;20
Sep 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;21
Sep 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;21
Sep 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;20
Sep 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;24
Sep 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;19
Sep 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;28
Sep 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;21
Sep 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;26
Sep 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Oct 2014;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;24
Oct 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;29
Oct 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;27
Oct 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;27
Oct 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;29
Oct 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;27
Oct 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;27
Oct 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;30
Oct 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;27
Oct 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;37
Oct 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;29
Oct 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;32
Oct 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Nov 2014;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;19
Nov 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;23
Nov 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;21
Nov 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;22
Nov 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;23
Nov 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;22
Nov 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;21
Nov 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;24
Nov 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;20
Nov 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;27
Nov 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;23
Nov 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;27
Nov 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Dic 2014;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;14
Dic 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;19
Dic 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;14
Dic 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;16
Dic 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;15
Dic 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;17
Dic 2014;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;18
Dic 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;18
Dic 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;16
Dic 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;19
Dic 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;19
Dic 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;19
Dic 2014;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Ene 2015;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;15
Ene 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;20
Ene 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;15
Ene 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;16
Ene 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;16
Ene 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;16
Ene 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;21
Ene 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;19
Ene 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;20
Ene 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;21
Ene 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;22
Ene 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;19
Ene 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Feb 2015;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;10
Feb 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;12
Feb 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;8
Feb 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;12
Feb 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;8
Feb 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;10
Feb 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;12
Feb 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;13
Feb 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;14
Feb 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;16
Feb 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;15
Feb 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;13
Feb 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Mar 2015;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;14
Mar 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;18
Mar 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;14
Mar 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;17
Mar 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;13
Mar 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;16
Mar 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;17
Mar 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;15
Mar 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;19
Mar 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;23
Mar 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;16
Mar 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;23
Mar 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Abr 2015;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;15
Abr 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;17
Abr 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;15
Abr 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;19
Abr 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;19
Abr 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;19
Abr 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;18
Abr 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;16
Abr 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;18
Abr 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;21
Abr 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;17
Abr 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;24
Abr 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
May 2015;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;18
May 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;18
May 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;23
May 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;25
May 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;22
May 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;21
May 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;24
May 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;18
May 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;19
May 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;24
May 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;16
May 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;24
May 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Jun 2015;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;19
Jun 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;21
Jun 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;25
Jun 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;24
Jun 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;27
Jun 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;25
Jun 2015;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;22
Jun 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;20
Jun 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;20
Jun 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;27
Jun 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;20
Jun 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;23
Jun 2015;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
