Mes;Magnitud;Tipo Estación;Zona;Estación;Concentraciones medias mensuales
Mar 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;22
Mar 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;24
Mar 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;
Mar 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;32
Mar 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;33
Mar 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;25
Mar 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;25
Mar 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Abr 2010;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;15
Abr 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;19
Abr 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;17
Abr 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;17
Abr 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;17
Abr 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;19
Abr 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;18
Abr 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;
Abr 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;22
Abr 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;24
Abr 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;19
Abr 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;19
Abr 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
May 2010;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;17
May 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;21
May 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;17
May 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;17
May 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;18
May 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;20
May 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;19
May 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;
May 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;23
May 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;24
May 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;22
May 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;20
May 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Jun 2010;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;15
Jun 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;19
Jun 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;16
Jun 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;17
Jun 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;19
Jun 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;18
Jun 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;18
Jun 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;18
Jun 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;23
Jun 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;24
Jun 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;21
Jun 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;19
Jun 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Jul 2010;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;23
Jul 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;27
Jul 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;24
Jul 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;25
Jul 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;26
Jul 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;27
Jul 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;24
Jul 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;27
Jul 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;31
Jul 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;34
Jul 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;31
Jul 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;29
Jul 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Ago 2010;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;24
Ago 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;30
Ago 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;27
Ago 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;25
Ago 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;28
Ago 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;32
Ago 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;27
Ago 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;33
Ago 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;37
Ago 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;39
Ago 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;27
Ago 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;30
Ago 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Sep 2010;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;21
Sep 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;26
Sep 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;22
Sep 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;22
Sep 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;20
Sep 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;26
Sep 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;26
Sep 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;27
Sep 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;33
Sep 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;34
Sep 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;26
Sep 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;26
Sep 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Oct 2010;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;20
Oct 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;28
Oct 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;23
Oct 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;22
Oct 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;19
Oct 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;27
Oct 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;26
Oct 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;24
Oct 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;31
Oct 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;33
Oct 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;24
Oct 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;27
Oct 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Nov 2010;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;13
Nov 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;19
Nov 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;17
Nov 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;15
Nov 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;12
Nov 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;18
Nov 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;19
Nov 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;19
Nov 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;20
Nov 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;24
Nov 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;22
Nov 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;19
Nov 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Dic 2010;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;14
Dic 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;20
Dic 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;17
Dic 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;17
Dic 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;15
Dic 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;20
Dic 2010;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;18
Dic 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;19
Dic 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;22
Dic 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;25
Dic 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;24
Dic 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;22
Dic 2010;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Ene 2011;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;15
Ene 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;23
Ene 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;17
Ene 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;17
Ene 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;18
Ene 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;21
Ene 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;20
Ene 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;18
Ene 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;23
Ene 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;25
Ene 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;24
Ene 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;20
Ene 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Feb 2011;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;17
Feb 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;26
Feb 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;20
Feb 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;21
Feb 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;21
Feb 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;25
Feb 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;22
Feb 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;21
Feb 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;29
Feb 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;31
Feb 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;26
Feb 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;25
Feb 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Mar 2011;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;15
Mar 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;21
Mar 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;16
Mar 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;17
Mar 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;16
Mar 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;19
Mar 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;17
Mar 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;17
Mar 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;23
Mar 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;24
Mar 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;22
Mar 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;19
Mar 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Abr 2011;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;25
Abr 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;30
Abr 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;23
Abr 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;24
Abr 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;22
Abr 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;30
Abr 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;24
Abr 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;28
Abr 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;33
Abr 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;33
Abr 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;29
Abr 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;26
Abr 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
May 2011;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;17
May 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;21
May 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;17
May 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;16
May 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;17
May 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;21
May 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;20
May 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;20
May 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;25
May 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;24
May 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;20
May 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;22
May 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Jun 2011;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;22
Jun 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;24
Jun 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;20
Jun 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;22
Jun 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;22
Jun 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;23
Jun 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;24
Jun 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;26
Jun 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;29
Jun 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;30
Jun 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;22
Jun 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;23
Jun 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Jul 2011;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;21
Jul 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;21
Jul 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;17
Jul 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;20
Jul 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;20
Jul 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;22
Jul 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;24
Jul 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;26
Jul 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;27
Jul 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;26
Jul 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;19
Jul 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;22
Jul 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Ago 2011;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;22
Ago 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;26
Ago 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;20
Ago 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;24
Ago 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;23
Ago 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;26
Ago 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;28
Ago 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;24
Ago 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;30
Ago 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;33
Ago 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;23
Ago 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;24
Ago 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Sep 2011;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;23
Sep 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;30
Sep 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;18
Sep 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;22
Sep 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;22
Sep 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;27
Sep 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;30
Sep 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;29
Sep 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;34
Sep 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;41
Sep 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;24
Sep 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;25
Sep 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Oct 2011;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;25
Oct 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;35
Oct 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Sanchinarro;24
Oct 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Tres Olivos;24
Oct 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Noreste;Urbanización Embajada;25
Oct 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Sureste;Vallecas;28
Oct 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Suroeste;Farolillo;31
Oct 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Castellana;28
Oct 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Cuatro Caminos;37
Oct 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;40
Oct 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Interior M-30;Plaza de Castilla;26
Oct 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Sureste;Moratalaz;23
Oct 2011;Partículas en suspensión < 10µm;Urbana de Tráfico;Suroeste;Plaza Elíptica;
Nov 2011;Partículas en suspensión < 10µm;Suburbana;Noroeste;Casa de Campo;15
Nov 2011;Partículas en suspensión < 10µm;Urbana de Fondo;Interior M-30;Méndez Álvaro;22
