Mes;Magnitud;Tipo Estación;Zona;Estación;Concentraciones medias mensuales
Mar 2012;Ozono;Suburbana;Noreste;Juan Carlos I;52
Mar 2012;Ozono;Suburbana;Noroeste;Casa de Campo;51
Mar 2012;Ozono;Suburbana;Noroeste;El Pardo;49
Mar 2012;Ozono;Urbana de Fondo;Interior M-30;Plaza del Carmen;37
Mar 2012;Ozono;Urbana de Fondo;Interior M-30;Retiro;43
Mar 2012;Ozono;Urbana de Fondo;Noreste;Arturo Soria;34
Mar 2012;Ozono;Urbana de Fondo;Noreste;Barajas Pueblo;46
Mar 2012;Ozono;Urbana de Fondo;Noreste;Tres Olivos;49
Mar 2012;Ozono;Urbana de Fondo;Sureste;Ensanche de Vallecas;47
Mar 2012;Ozono;Urbana de Fondo;Suroeste;Farolillo;40
Mar 2012;Ozono;Urbana de Fondo;Suroeste;Villaverde;39
Mar 2012;Ozono;Urbana de Tráfico;Interior M-30;Barrio del Pilar;41
Mar 2012;Ozono;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;40
Mar 2012;Ozono;Urbana de Tráfico;Suroeste;Plaza Elíptica;34
Abr 2012;Ozono;Suburbana;Noreste;Juan Carlos I;64
Abr 2012;Ozono;Suburbana;Noroeste;Casa de Campo;63
Abr 2012;Ozono;Suburbana;Noroeste;El Pardo;66
Abr 2012;Ozono;Urbana de Fondo;Interior M-30;Plaza del Carmen;53
Abr 2012;Ozono;Urbana de Fondo;Interior M-30;Retiro;54
Abr 2012;Ozono;Urbana de Fondo;Noreste;Arturo Soria;37
Abr 2012;Ozono;Urbana de Fondo;Noreste;Barajas Pueblo;63
Abr 2012;Ozono;Urbana de Fondo;Noreste;Tres Olivos;62
Abr 2012;Ozono;Urbana de Fondo;Sureste;Ensanche de Vallecas;62
Abr 2012;Ozono;Urbana de Fondo;Suroeste;Farolillo;57
Abr 2012;Ozono;Urbana de Fondo;Suroeste;Villaverde;56
Abr 2012;Ozono;Urbana de Tráfico;Interior M-30;Barrio del Pilar;53
Abr 2012;Ozono;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;48
Abr 2012;Ozono;Urbana de Tráfico;Suroeste;Plaza Elíptica;54
May 2012;Ozono;Suburbana;Noreste;Juan Carlos I;60
May 2012;Ozono;Suburbana;Noroeste;Casa de Campo;60
May 2012;Ozono;Suburbana;Noroeste;El Pardo;59
May 2012;Ozono;Urbana de Fondo;Interior M-30;Plaza del Carmen;51
May 2012;Ozono;Urbana de Fondo;Interior M-30;Retiro;52
May 2012;Ozono;Urbana de Fondo;Noreste;Arturo Soria;50
May 2012;Ozono;Urbana de Fondo;Noreste;Barajas Pueblo;60
May 2012;Ozono;Urbana de Fondo;Noreste;Tres Olivos;60
May 2012;Ozono;Urbana de Fondo;Sureste;Ensanche de Vallecas;56
May 2012;Ozono;Urbana de Fondo;Suroeste;Farolillo;50
May 2012;Ozono;Urbana de Fondo;Suroeste;Villaverde;54
May 2012;Ozono;Urbana de Tráfico;Interior M-30;Barrio del Pilar;51
May 2012;Ozono;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;46
May 2012;Ozono;Urbana de Tráfico;Suroeste;Plaza Elíptica;40
Jun 2012;Ozono;Suburbana;Noreste;Juan Carlos I;63
Jun 2012;Ozono;Suburbana;Noroeste;Casa de Campo;64
Jun 2012;Ozono;Suburbana;Noroeste;El Pardo;64
Jun 2012;Ozono;Urbana de Fondo;Interior M-30;Plaza del Carmen;54
Jun 2012;Ozono;Urbana de Fondo;Interior M-30;Retiro;58
Jun 2012;Ozono;Urbana de Fondo;Noreste;Arturo Soria;59
Jun 2012;Ozono;Urbana de Fondo;Noreste;Barajas Pueblo;65
Jun 2012;Ozono;Urbana de Fondo;Noreste;Tres Olivos;62
Jun 2012;Ozono;Urbana de Fondo;Sureste;Ensanche de Vallecas;59
Jun 2012;Ozono;Urbana de Fondo;Suroeste;Farolillo;54
Jun 2012;Ozono;Urbana de Fondo;Suroeste;Villaverde;57
Jun 2012;Ozono;Urbana de Tráfico;Interior M-30;Barrio del Pilar;54
Jun 2012;Ozono;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;47
Jun 2012;Ozono;Urbana de Tráfico;Suroeste;Plaza Elíptica;43
Jul 2012;Ozono;Suburbana;Noreste;Juan Carlos I;71
Jul 2012;Ozono;Suburbana;Noroeste;Casa de Campo;73
Jul 2012;Ozono;Suburbana;Noroeste;El Pardo;71
Jul 2012;Ozono;Urbana de Fondo;Interior M-30;Plaza del Carmen;60
Jul 2012;Ozono;Urbana de Fondo;Interior M-30;Retiro;66
Jul 2012;Ozono;Urbana de Fondo;Noreste;Arturo Soria;60
Jul 2012;Ozono;Urbana de Fondo;Noreste;Barajas Pueblo;71
Jul 2012;Ozono;Urbana de Fondo;Noreste;Tres Olivos;71
Jul 2012;Ozono;Urbana de Fondo;Sureste;Ensanche de Vallecas;65
Jul 2012;Ozono;Urbana de Fondo;Suroeste;Farolillo;61
Jul 2012;Ozono;Urbana de Fondo;Suroeste;Villaverde;65
Jul 2012;Ozono;Urbana de Tráfico;Interior M-30;Barrio del Pilar;65
Jul 2012;Ozono;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;58
Jul 2012;Ozono;Urbana de Tráfico;Suroeste;Plaza Elíptica;50
Ago 2012;Ozono;Suburbana;Noreste;Juan Carlos I;59
Ago 2012;Ozono;Suburbana;Noroeste;Casa de Campo;62
Ago 2012;Ozono;Suburbana;Noroeste;El Pardo;61
Ago 2012;Ozono;Urbana de Fondo;Interior M-30;Plaza del Carmen;53
Ago 2012;Ozono;Urbana de Fondo;Interior M-30;Retiro;53
Ago 2012;Ozono;Urbana de Fondo;Noreste;Arturo Soria;51
Ago 2012;Ozono;Urbana de Fondo;Noreste;Barajas Pueblo;57
Ago 2012;Ozono;Urbana de Fondo;Noreste;Tres Olivos;60
Ago 2012;Ozono;Urbana de Fondo;Sureste;Ensanche de Vallecas;54
Ago 2012;Ozono;Urbana de Fondo;Suroeste;Farolillo;49
Ago 2012;Ozono;Urbana de Fondo;Suroeste;Villaverde;52
Ago 2012;Ozono;Urbana de Tráfico;Interior M-30;Barrio del Pilar;51
Ago 2012;Ozono;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;49
Ago 2012;Ozono;Urbana de Tráfico;Suroeste;Plaza Elíptica;41
Sep 2012;Ozono;Suburbana;Noreste;Juan Carlos I;55
Sep 2012;Ozono;Suburbana;Noroeste;Casa de Campo;54
Sep 2012;Ozono;Suburbana;Noroeste;El Pardo;57
Sep 2012;Ozono;Urbana de Fondo;Interior M-30;Plaza del Carmen;46
Sep 2012;Ozono;Urbana de Fondo;Interior M-30;Retiro;48
Sep 2012;Ozono;Urbana de Fondo;Noreste;Arturo Soria;45
Sep 2012;Ozono;Urbana de Fondo;Noreste;Barajas Pueblo;53
Sep 2012;Ozono;Urbana de Fondo;Noreste;Tres Olivos;55
Sep 2012;Ozono;Urbana de Fondo;Sureste;Ensanche de Vallecas;50
Sep 2012;Ozono;Urbana de Fondo;Suroeste;Farolillo;43
Sep 2012;Ozono;Urbana de Fondo;Suroeste;Villaverde;44
Sep 2012;Ozono;Urbana de Tráfico;Interior M-30;Barrio del Pilar;46
Sep 2012;Ozono;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;43
Sep 2012;Ozono;Urbana de Tráfico;Suroeste;Plaza Elíptica;34
Oct 2012;Ozono;Suburbana;Noreste;Juan Carlos I;33
Oct 2012;Ozono;Suburbana;Noroeste;Casa de Campo;31
Oct 2012;Ozono;Suburbana;Noroeste;El Pardo;30
Oct 2012;Ozono;Urbana de Fondo;Interior M-30;Plaza del Carmen;24
Oct 2012;Ozono;Urbana de Fondo;Interior M-30;Retiro;25
Oct 2012;Ozono;Urbana de Fondo;Noreste;Arturo Soria;25
Oct 2012;Ozono;Urbana de Fondo;Noreste;Barajas Pueblo;30
Oct 2012;Ozono;Urbana de Fondo;Noreste;Tres Olivos;30
Oct 2012;Ozono;Urbana de Fondo;Sureste;Ensanche de Vallecas;31
Oct 2012;Ozono;Urbana de Fondo;Suroeste;Farolillo;22
Oct 2012;Ozono;Urbana de Fondo;Suroeste;Villaverde;26
Oct 2012;Ozono;Urbana de Tráfico;Interior M-30;Barrio del Pilar;22
Oct 2012;Ozono;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;21
Oct 2012;Ozono;Urbana de Tráfico;Suroeste;Plaza Elíptica;18
Nov 2012;Ozono;Suburbana;Noreste;Juan Carlos I;33
Nov 2012;Ozono;Suburbana;Noroeste;Casa de Campo;29
Nov 2012;Ozono;Suburbana;Noroeste;El Pardo;26
Nov 2012;Ozono;Urbana de Fondo;Interior M-30;Plaza del Carmen;21
Nov 2012;Ozono;Urbana de Fondo;Interior M-30;Retiro;22
Nov 2012;Ozono;Urbana de Fondo;Noreste;Arturo Soria;22
Nov 2012;Ozono;Urbana de Fondo;Noreste;Barajas Pueblo;29
Nov 2012;Ozono;Urbana de Fondo;Noreste;Tres Olivos;27
Nov 2012;Ozono;Urbana de Fondo;Sureste;Ensanche de Vallecas;27
Nov 2012;Ozono;Urbana de Fondo;Suroeste;Farolillo;21
Nov 2012;Ozono;Urbana de Fondo;Suroeste;Villaverde;23
Nov 2012;Ozono;Urbana de Tráfico;Interior M-30;Barrio del Pilar;23
Nov 2012;Ozono;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;19
Nov 2012;Ozono;Urbana de Tráfico;Suroeste;Plaza Elíptica;16
Dic 2012;Ozono;Suburbana;Noreste;Juan Carlos I;31
Dic 2012;Ozono;Suburbana;Noroeste;Casa de Campo;22
Dic 2012;Ozono;Suburbana;Noroeste;El Pardo;21
Dic 2012;Ozono;Urbana de Fondo;Interior M-30;Plaza del Carmen;17
Dic 2012;Ozono;Urbana de Fondo;Interior M-30;Retiro;14
Dic 2012;Ozono;Urbana de Fondo;Noreste;Arturo Soria;15
Dic 2012;Ozono;Urbana de Fondo;Noreste;Barajas Pueblo;19
Dic 2012;Ozono;Urbana de Fondo;Noreste;Tres Olivos;19
Dic 2012;Ozono;Urbana de Fondo;Sureste;Ensanche de Vallecas;19
Dic 2012;Ozono;Urbana de Fondo;Suroeste;Farolillo;13
Dic 2012;Ozono;Urbana de Fondo;Suroeste;Villaverde;16
Dic 2012;Ozono;Urbana de Tráfico;Interior M-30;Barrio del Pilar;15
Dic 2012;Ozono;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;13
Dic 2012;Ozono;Urbana de Tráfico;Suroeste;Plaza Elíptica;13
Ene 2013;Ozono;Suburbana;Noreste;Juan Carlos I;26
Ene 2013;Ozono;Suburbana;Noroeste;Casa de Campo;35
Ene 2013;Ozono;Suburbana;Noroeste;El Pardo;33
Ene 2013;Ozono;Urbana de Fondo;Interior M-30;Plaza del Carmen;23
Ene 2013;Ozono;Urbana de Fondo;Interior M-30;Retiro;25
Ene 2013;Ozono;Urbana de Fondo;Noreste;Arturo Soria;22
Ene 2013;Ozono;Urbana de Fondo;Noreste;Barajas Pueblo;31
Ene 2013;Ozono;Urbana de Fondo;Noreste;Tres Olivos;29
Ene 2013;Ozono;Urbana de Fondo;Sureste;Ensanche de Vallecas;28
Ene 2013;Ozono;Urbana de Fondo;Suroeste;Farolillo;24
Ene 2013;Ozono;Urbana de Fondo;Suroeste;Villaverde;26
Ene 2013;Ozono;Urbana de Tráfico;Interior M-30;Barrio del Pilar;25
Ene 2013;Ozono;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;19
Ene 2013;Ozono;Urbana de Tráfico;Suroeste;Plaza Elíptica;24
Feb 2013;Ozono;Suburbana;Noreste;Juan Carlos I;38
Feb 2013;Ozono;Suburbana;Noroeste;Casa de Campo;45
Feb 2013;Ozono;Suburbana;Noroeste;El Pardo;41
Feb 2013;Ozono;Urbana de Fondo;Interior M-30;Plaza del Carmen;30
Feb 2013;Ozono;Urbana de Fondo;Interior M-30;Retiro;36
Feb 2013;Ozono;Urbana de Fondo;Noreste;Arturo Soria;31
Feb 2013;Ozono;Urbana de Fondo;Noreste;Barajas Pueblo;40
Feb 2013;Ozono;Urbana de Fondo;Noreste;Tres Olivos;40
Feb 2013;Ozono;Urbana de Fondo;Sureste;Ensanche de Vallecas;36
Feb 2013;Ozono;Urbana de Fondo;Suroeste;Farolillo;33
Feb 2013;Ozono;Urbana de Fondo;Suroeste;Villaverde;35
Feb 2013;Ozono;Urbana de Tráfico;Interior M-30;Barrio del Pilar;34
Feb 2013;Ozono;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;29
Feb 2013;Ozono;Urbana de Tráfico;Suroeste;Plaza Elíptica;30
Mar 2013;Ozono;Suburbana;Noreste;Juan Carlos I;51
Mar 2013;Ozono;Suburbana;Noroeste;Casa de Campo;58
Mar 2013;Ozono;Suburbana;Noroeste;El Pardo;53
Mar 2013;Ozono;Urbana de Fondo;Interior M-30;Plaza del Carmen;47
Mar 2013;Ozono;Urbana de Fondo;Interior M-30;Retiro;48
Mar 2013;Ozono;Urbana de Fondo;Noreste;Arturo Soria;40
Mar 2013;Ozono;Urbana de Fondo;Noreste;Barajas Pueblo;53
Mar 2013;Ozono;Urbana de Fondo;Noreste;Tres Olivos;52
Mar 2013;Ozono;Urbana de Fondo;Sureste;Ensanche de Vallecas;51
Mar 2013;Ozono;Urbana de Fondo;Suroeste;Farolillo;46
Mar 2013;Ozono;Urbana de Fondo;Suroeste;Villaverde;49
Mar 2013;Ozono;Urbana de Tráfico;Interior M-30;Barrio del Pilar;46
Mar 2013;Ozono;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;40
Mar 2013;Ozono;Urbana de Tráfico;Suroeste;Plaza Elíptica;42
Abr 2013;Ozono;Suburbana;Noreste;Juan Carlos I;66
Abr 2013;Ozono;Suburbana;Noroeste;Casa de Campo;70
Abr 2013;Ozono;Suburbana;Noroeste;El Pardo;65
Abr 2013;Ozono;Urbana de Fondo;Interior M-30;Plaza del Carmen;55
Abr 2013;Ozono;Urbana de Fondo;Interior M-30;Retiro;61
Abr 2013;Ozono;Urbana de Fondo;Noreste;Arturo Soria;54
Abr 2013;Ozono;Urbana de Fondo;Noreste;Barajas Pueblo;62
Abr 2013;Ozono;Urbana de Fondo;Noreste;Tres Olivos;64
Abr 2013;Ozono;Urbana de Fondo;Sureste;Ensanche de Vallecas;59
Abr 2013;Ozono;Urbana de Fondo;Suroeste;Farolillo;56
Abr 2013;Ozono;Urbana de Fondo;Suroeste;Villaverde;57
Abr 2013;Ozono;Urbana de Tráfico;Interior M-30;Barrio del Pilar;57
Abr 2013;Ozono;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;50
Abr 2013;Ozono;Urbana de Tráfico;Suroeste;Plaza Elíptica;47
May 2013;Ozono;Suburbana;Noreste;Juan Carlos I;78
May 2013;Ozono;Suburbana;Noroeste;Casa de Campo;78
May 2013;Ozono;Suburbana;Noroeste;El Pardo;68
May 2013;Ozono;Urbana de Fondo;Interior M-30;Plaza del Carmen;56
May 2013;Ozono;Urbana de Fondo;Interior M-30;Retiro;65
May 2013;Ozono;Urbana de Fondo;Noreste;Arturo Soria;64
May 2013;Ozono;Urbana de Fondo;Noreste;Barajas Pueblo;64
May 2013;Ozono;Urbana de Fondo;Noreste;Tres Olivos;73
May 2013;Ozono;Urbana de Fondo;Sureste;Ensanche de Vallecas;67
May 2013;Ozono;Urbana de Fondo;Suroeste;Farolillo;65
May 2013;Ozono;Urbana de Fondo;Suroeste;Villaverde;60
May 2013;Ozono;Urbana de Tráfico;Interior M-30;Barrio del Pilar;65
May 2013;Ozono;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;53
May 2013;Ozono;Urbana de Tráfico;Suroeste;Plaza Elíptica;52
Jun 2013;Ozono;Suburbana;Noreste;Juan Carlos I;89
Jun 2013;Ozono;Suburbana;Noroeste;Casa de Campo;88
Jun 2013;Ozono;Suburbana;Noroeste;El Pardo;80
Jun 2013;Ozono;Urbana de Fondo;Interior M-30;Plaza del Carmen;71
Jun 2013;Ozono;Urbana de Fondo;Interior M-30;Retiro;73
Jun 2013;Ozono;Urbana de Fondo;Noreste;Arturo Soria;75
Jun 2013;Ozono;Urbana de Fondo;Noreste;Barajas Pueblo;80
Jun 2013;Ozono;Urbana de Fondo;Noreste;Tres Olivos;82
Jun 2013;Ozono;Urbana de Fondo;Sureste;Ensanche de Vallecas;79
Jun 2013;Ozono;Urbana de Fondo;Suroeste;Farolillo;75
Jun 2013;Ozono;Urbana de Fondo;Suroeste;Villaverde;56
Jun 2013;Ozono;Urbana de Tráfico;Interior M-30;Barrio del Pilar;72
Jun 2013;Ozono;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;56
Jun 2013;Ozono;Urbana de Tráfico;Suroeste;Plaza Elíptica;61
Jul 2013;Ozono;Suburbana;Noreste;Juan Carlos I;86
Jul 2013;Ozono;Suburbana;Noroeste;Casa de Campo;94
Jul 2013;Ozono;Suburbana;Noroeste;El Pardo;90
Jul 2013;Ozono;Urbana de Fondo;Interior M-30;Plaza del Carmen;78
Jul 2013;Ozono;Urbana de Fondo;Interior M-30;Retiro;84
Jul 2013;Ozono;Urbana de Fondo;Noreste;Arturo Soria;82
Jul 2013;Ozono;Urbana de Fondo;Noreste;Barajas Pueblo;87
Jul 2013;Ozono;Urbana de Fondo;Noreste;Tres Olivos;91
Jul 2013;Ozono;Urbana de Fondo;Sureste;Ensanche de Vallecas;83
Jul 2013;Ozono;Urbana de Fondo;Suroeste;Farolillo;84
Jul 2013;Ozono;Urbana de Fondo;Suroeste;Villaverde;78
Jul 2013;Ozono;Urbana de Tráfico;Interior M-30;Barrio del Pilar;81
Jul 2013;Ozono;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;69
Jul 2013;Ozono;Urbana de Tráfico;Suroeste;Plaza Elíptica;71
Ago 2013;Ozono;Suburbana;Noreste;Juan Carlos I;67
Ago 2013;Ozono;Suburbana;Noroeste;Casa de Campo;88
Ago 2013;Ozono;Suburbana;Noroeste;El Pardo;83
Ago 2013;Ozono;Urbana de Fondo;Interior M-30;Plaza del Carmen;69
Ago 2013;Ozono;Urbana de Fondo;Interior M-30;Retiro;76
Ago 2013;Ozono;Urbana de Fondo;Noreste;Arturo Soria;74
Ago 2013;Ozono;Urbana de Fondo;Noreste;Barajas Pueblo;82
Ago 2013;Ozono;Urbana de Fondo;Noreste;Tres Olivos;84
Ago 2013;Ozono;Urbana de Fondo;Sureste;Ensanche de Vallecas;78
Ago 2013;Ozono;Urbana de Fondo;Suroeste;Farolillo;77
Ago 2013;Ozono;Urbana de Fondo;Suroeste;Villaverde;58
Ago 2013;Ozono;Urbana de Tráfico;Interior M-30;Barrio del Pilar;73
Ago 2013;Ozono;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;64
Ago 2013;Ozono;Urbana de Tráfico;Suroeste;Plaza Elíptica;64
Sep 2013;Ozono;Suburbana;Noreste;Juan Carlos I;53
Sep 2013;Ozono;Suburbana;Noroeste;Casa de Campo;64
Sep 2013;Ozono;Suburbana;Noroeste;El Pardo;65
Sep 2013;Ozono;Urbana de Fondo;Interior M-30;Plaza del Carmen;51
Sep 2013;Ozono;Urbana de Fondo;Interior M-30;Retiro;54
Sep 2013;Ozono;Urbana de Fondo;Noreste;Arturo Soria;52
Sep 2013;Ozono;Urbana de Fondo;Noreste;Barajas Pueblo;60
Sep 2013;Ozono;Urbana de Fondo;Noreste;Tres Olivos;59
Sep 2013;Ozono;Urbana de Fondo;Sureste;Ensanche de Vallecas;60
Sep 2013;Ozono;Urbana de Fondo;Suroeste;Farolillo;52
Sep 2013;Ozono;Urbana de Fondo;Suroeste;Villaverde;38
Sep 2013;Ozono;Urbana de Tráfico;Interior M-30;Barrio del Pilar;53
Sep 2013;Ozono;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;44
Sep 2013;Ozono;Urbana de Tráfico;Suroeste;Plaza Elíptica;43
Oct 2013;Ozono;Suburbana;Noreste;Juan Carlos I;30
Oct 2013;Ozono;Suburbana;Noroeste;Casa de Campo;36
Oct 2013;Ozono;Suburbana;Noroeste;El Pardo;32
Oct 2013;Ozono;Urbana de Fondo;Interior M-30;Plaza del Carmen;30
Oct 2013;Ozono;Urbana de Fondo;Interior M-30;Retiro;28
Oct 2013;Ozono;Urbana de Fondo;Noreste;Arturo Soria;29
Oct 2013;Ozono;Urbana de Fondo;Noreste;Barajas Pueblo;30
Oct 2013;Ozono;Urbana de Fondo;Noreste;Tres Olivos;29
Oct 2013;Ozono;Urbana de Fondo;Sureste;Ensanche de Vallecas;37
Oct 2013;Ozono;Urbana de Fondo;Suroeste;Farolillo;26
Oct 2013;Ozono;Urbana de Fondo;Suroeste;Villaverde;27
Oct 2013;Ozono;Urbana de Tráfico;Interior M-30;Barrio del Pilar;27
Oct 2013;Ozono;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;23
Oct 2013;Ozono;Urbana de Tráfico;Suroeste;Plaza Elíptica;23
Nov 2013;Ozono;Suburbana;Noreste;Juan Carlos I;37
Nov 2013;Ozono;Suburbana;Noroeste;Casa de Campo;35
Nov 2013;Ozono;Suburbana;Noroeste;El Pardo;32
Nov 2013;Ozono;Urbana de Fondo;Interior M-30;Plaza del Carmen;22
Nov 2013;Ozono;Urbana de Fondo;Interior M-30;Retiro;29
Nov 2013;Ozono;Urbana de Fondo;Noreste;Arturo Soria;30
Nov 2013;Ozono;Urbana de Fondo;Noreste;Barajas Pueblo;34
Nov 2013;Ozono;Urbana de Fondo;Noreste;Tres Olivos;36
Nov 2013;Ozono;Urbana de Fondo;Sureste;Ensanche de Vallecas;35
Nov 2013;Ozono;Urbana de Fondo;Suroeste;Farolillo;25
Nov 2013;Ozono;Urbana de Fondo;Suroeste;Villaverde;26
Nov 2013;Ozono;Urbana de Tráfico;Interior M-30;Barrio del Pilar;28
Nov 2013;Ozono;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;21
Nov 2013;Ozono;Urbana de Tráfico;Suroeste;Plaza Elíptica;23
Dic 2013;Ozono;Suburbana;Noreste;Juan Carlos I;29
Dic 2013;Ozono;Suburbana;Noroeste;Casa de Campo;24
Dic 2013;Ozono;Suburbana;Noroeste;El Pardo;22
Dic 2013;Ozono;Urbana de Fondo;Interior M-30;Plaza del Carmen;15
Dic 2013;Ozono;Urbana de Fondo;Interior M-30;Retiro;19
Dic 2013;Ozono;Urbana de Fondo;Noreste;Arturo Soria;23
Dic 2013;Ozono;Urbana de Fondo;Noreste;Barajas Pueblo;23
Dic 2013;Ozono;Urbana de Fondo;Noreste;Tres Olivos;28
Dic 2013;Ozono;Urbana de Fondo;Sureste;Ensanche de Vallecas;27
Dic 2013;Ozono;Urbana de Fondo;Suroeste;Farolillo;21
Dic 2013;Ozono;Urbana de Fondo;Suroeste;Villaverde;18
Dic 2013;Ozono;Urbana de Tráfico;Interior M-30;Barrio del Pilar;20
Dic 2013;Ozono;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;17
Dic 2013;Ozono;Urbana de Tráfico;Suroeste;Plaza Elíptica;16
Ene 2014;Ozono;Suburbana;Noreste;Juan Carlos I;35
Ene 2014;Ozono;Suburbana;Noroeste;Casa de Campo;41
Ene 2014;Ozono;Suburbana;Noroeste;El Pardo;37
Ene 2014;Ozono;Urbana de Fondo;Interior M-30;Plaza del Carmen;30
Ene 2014;Ozono;Urbana de Fondo;Interior M-30;Retiro;28
Ene 2014;Ozono;Urbana de Fondo;Noreste;Arturo Soria;33
Ene 2014;Ozono;Urbana de Fondo;Noreste;Barajas Pueblo;35
Ene 2014;Ozono;Urbana de Fondo;Noreste;Tres Olivos;41
Ene 2014;Ozono;Urbana de Fondo;Sureste;Ensanche de Vallecas;41
Ene 2014;Ozono;Urbana de Fondo;Suroeste;Farolillo;41
Ene 2014;Ozono;Urbana de Fondo;Suroeste;Villaverde;32
Ene 2014;Ozono;Urbana de Tráfico;Interior M-30;Barrio del Pilar;32
Ene 2014;Ozono;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;24
Ene 2014;Ozono;Urbana de Tráfico;Suroeste;Plaza Elíptica;30
Feb 2014;Ozono;Suburbana;Noreste;Juan Carlos I;37
Feb 2014;Ozono;Suburbana;Noroeste;Casa de Campo;48
Feb 2014;Ozono;Suburbana;Noroeste;El Pardo;43
Feb 2014;Ozono;Urbana de Fondo;Interior M-30;Plaza del Carmen;37
Feb 2014;Ozono;Urbana de Fondo;Interior M-30;Retiro;35
Feb 2014;Ozono;Urbana de Fondo;Noreste;Arturo Soria;40
Feb 2014;Ozono;Urbana de Fondo;Noreste;Barajas Pueblo;40
Feb 2014;Ozono;Urbana de Fondo;Noreste;Tres Olivos;46
Feb 2014;Ozono;Urbana de Fondo;Sureste;Ensanche de Vallecas;47
Feb 2014;Ozono;Urbana de Fondo;Suroeste;Farolillo;50
Feb 2014;Ozono;Urbana de Fondo;Suroeste;Villaverde;43
Feb 2014;Ozono;Urbana de Tráfico;Interior M-30;Barrio del Pilar;39
Feb 2014;Ozono;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;31
Feb 2014;Ozono;Urbana de Tráfico;Suroeste;Plaza Elíptica;38
Mar 2014;Ozono;Suburbana;Noreste;Juan Carlos I;50
Mar 2014;Ozono;Suburbana;Noroeste;Casa de Campo;57
Mar 2014;Ozono;Suburbana;Noroeste;El Pardo;51
Mar 2014;Ozono;Urbana de Fondo;Interior M-30;Plaza del Carmen;46
Mar 2014;Ozono;Urbana de Fondo;Interior M-30;Retiro;47
Mar 2014;Ozono;Urbana de Fondo;Noreste;Arturo Soria;54
Mar 2014;Ozono;Urbana de Fondo;Noreste;Barajas Pueblo;53
Mar 2014;Ozono;Urbana de Fondo;Noreste;Tres Olivos;58
Mar 2014;Ozono;Urbana de Fondo;Sureste;Ensanche de Vallecas;56
Mar 2014;Ozono;Urbana de Fondo;Suroeste;Farolillo;58
Mar 2014;Ozono;Urbana de Fondo;Suroeste;Villaverde;42
Mar 2014;Ozono;Urbana de Tráfico;Interior M-30;Barrio del Pilar;49
Mar 2014;Ozono;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;43
Mar 2014;Ozono;Urbana de Tráfico;Suroeste;Plaza Elíptica;44
Abr 2014;Ozono;Suburbana;Noreste;Juan Carlos I;54
Abr 2014;Ozono;Suburbana;Noroeste;Casa de Campo;61
Abr 2014;Ozono;Suburbana;Noroeste;El Pardo;55
Abr 2014;Ozono;Urbana de Fondo;Interior M-30;Plaza del Carmen;52
Abr 2014;Ozono;Urbana de Fondo;Interior M-30;Retiro;47
Abr 2014;Ozono;Urbana de Fondo;Noreste;Arturo Soria;58
Abr 2014;Ozono;Urbana de Fondo;Noreste;Barajas Pueblo;56
Abr 2014;Ozono;Urbana de Fondo;Noreste;Tres Olivos;64
Abr 2014;Ozono;Urbana de Fondo;Sureste;Ensanche de Vallecas;59
Abr 2014;Ozono;Urbana de Fondo;Suroeste;Farolillo;63
Abr 2014;Ozono;Urbana de Fondo;Suroeste;Villaverde;35
Abr 2014;Ozono;Urbana de Tráfico;Interior M-30;Barrio del Pilar;53
Abr 2014;Ozono;Urbana de Tráfico;Interior M-30;Escuelas Aguirre;44
Abr 2014;Ozono;Urbana de Tráfico;Suroeste;Plaza Elíptica;48
May 2014;Ozono;Suburbana;Noreste;Juan Carlos I;70
May 2014;Ozono;Suburbana;Noroeste;Casa de Campo;81
May 2014;Ozono;Suburbana;Noroeste;El Pardo;73
May 2014;Ozono;Urbana de Fondo;Interior M-30;Plaza del Carmen;70
May 2014;Ozono;Urbana de Fondo;Interior M-30;Retiro;68
May 2014;Ozono;Urbana de Fondo;Noreste;Arturo Soria;75
May 2014;Ozono;Urbana de Fondo;Noreste;Barajas Pueblo;73
