_id,Mes,Magnitud,Tipo_Estacion,Estacion,Zona,Concentraciones_medias_mensuales,Muertes_hombre,Muertes_mujer,Muertes_totales,Total_Concentraciones_medias_mensuales,Indice_Calidad_Aire_CAQI,Indice_Calidad_Aire_Europeo
6742081cd13b2ab272856793,01/07/2013,Ozono,Urbana de Fondo,Ensanche de Vallecas,Este,83,16,13,29,83,Bueno,Razonablemente bueno
6742081cd13b2ab272856794,01/07/2013,Ozono,Urbana de Fondo,Farolillo,Sur,84,37,28,65,77.66666666666667,Bueno,Razonablemente bueno
6742081cd13b2ab272856799,01/08/2013,Ozono,Suburbana,Juan Carlos I,Norte,67,8,7,15,76.75,Bueno,Razonablemente bueno
6742081cd13b2ab27285679a,01/08/2013,Ozono,Suburbana,Casa de Campo,Oeste,88,12,12,24,85.5,Bueno,Razonablemente bueno
6742081cd13b2ab27285679c,01/08/2013,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,69,153,148,301,70.5,Bueno,Razonablemente bueno
6742081cd13b2ab2728567c3,01/11/2013,Ozono,Suburbana,Juan Carlos I,Norte,37,9,8,17,34.25,Muy Bueno,Bueno
6742081cd13b2ab2728567d1,01/12/2013,Ozono,Suburbana,Juan Carlos I,Norte,29,10,9,19,25.75,Muy Bueno,Bueno
6742081cd13b2ab2728567da,01/12/2013,Ozono,Urbana de Fondo,Farolillo,Sur,21,44,32,76,18.333333333333332,Muy Bueno,Bueno
6742081cd13b2ab2728567e2,01/01/2014,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,30,208,209,417,28.5,Muy Bueno,Bueno
6742081cd13b2ab2728567e8,01/01/2014,Ozono,Urbana de Fondo,Farolillo,Sur,41,50,35,85,34.333333333333336,Muy Bueno,Bueno
6742081cd13b2ab2728567ed,01/02/2014,Ozono,Suburbana,Juan Carlos I,Norte,37,8,12,20,40.75,Muy Bueno,Bueno
6742081cd13b2ab2728567f0,01/02/2014,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,37,169,178,347,35.5,Muy Bueno,Bueno
6742081cd13b2ab2728567fe,01/03/2014,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,46,185,172,357,46.25,Muy Bueno,Bueno
6742081cd13b2ab27285681f,01/05/2014,Ozono,Urbana de Fondo,Ensanche de Vallecas,Este,76,17,14,31,76,Bueno,Razonablemente bueno
6742081cd13b2ab272856820,01/05/2014,Ozono,Urbana de Fondo,Farolillo,Sur,82,37,27,64,69.33333333333333,Bueno,Razonablemente bueno
6742081cd13b2ab272856826,01/06/2014,Ozono,Suburbana,Casa de Campo,Oeste,87,11,12,23,84.5,Bueno,Razonablemente bueno
6742081cd13b2ab272856828,01/06/2014,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,80,163,152,315,71.75,Bueno,Razonablemente bueno
6742081cd13b2ab27285682d,01/06/2014,Ozono,Urbana de Fondo,Ensanche de Vallecas,Este,80,18,13,31,80,Bueno,Razonablemente bueno
6742081cd13b2ab27285682e,01/06/2014,Ozono,Urbana de Fondo,Farolillo,Sur,79,39,26,65,67.33333333333333,Bueno,Razonablemente bueno
6742081cd13b2ab272856833,01/07/2014,Ozono,Suburbana,Juan Carlos I,Norte,76,7,11,18,81.75,Bueno,Razonablemente bueno
6742081cd13b2ab272856834,01/07/2014,Ozono,Suburbana,Casa de Campo,Oeste,89,11,12,23,87,Bueno,Razonablemente bueno
6742081cd13b2ab272856841,01/08/2014,Ozono,Suburbana,Juan Carlos I,Norte,70,7,11,18,75.75,Bueno,Razonablemente bueno
6742081cd13b2ab272856842,01/08/2014,Ozono,Suburbana,Casa de Campo,Oeste,84,10,12,22,81,Bueno,Razonablemente bueno
6742081cd13b2ab272856844,01/08/2014,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,76,149,156,305,68.75,Bueno,Razonablemente bueno
6742081cd13b2ab272856849,01/08/2014,Ozono,Urbana de Fondo,Ensanche de Vallecas,Este,74,16,13,29,74,Bueno,Razonablemente bueno
6742081cd13b2ab27285684a,01/08/2014,Ozono,Urbana de Fondo,Farolillo,Sur,74,36,26,62,63.666666666666664,Bueno,Razonablemente bueno
6742081cd13b2ab272856852,01/09/2014,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,60,145,149,294,50.25,Muy Bueno,Razonablemente bueno
6742081cd13b2ab27285686e,01/11/2014,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,29,168,163,331,28.75,Muy Bueno,Bueno
6742081cd13b2ab27285687c,01/12/2014,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,14,190,182,372,17.25,Muy Bueno,Bueno
6742081cd13b2ab272856895,01/02/2015,Ozono,Suburbana,Juan Carlos I,Norte,65,12,14,26,51.75,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856898,01/02/2015,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,37,207,239,446,42.5,Muy Bueno,Bueno
6742081cd13b2ab2728568a6,01/03/2015,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,34,190,208,398,41.25,Muy Bueno,Bueno
6742081cd13b2ab2728568b1,01/04/2015,Ozono,Suburbana,Juan Carlos I,Norte,79,9,11,20,67.25,Bueno,Razonablemente bueno
6742081cd13b2ab2728568b2,01/04/2015,Ozono,Suburbana,Casa de Campo,Oeste,67,13,16,29,69.5,Bueno,Razonablemente bueno
6742081cd13b2ab2728568bf,01/05/2015,Ozono,Suburbana,Juan Carlos I,Norte,83,10,11,21,73.75,Bueno,Razonablemente bueno
6742081cd13b2ab2728568c8,01/05/2015,Ozono,Urbana de Fondo,Farolillo,Sur,67,41,46,87,64.66666666666667,Bueno,Razonablemente bueno
6742081cd13b2ab2728568ce,01/06/2015,Ozono,Suburbana,Casa de Campo,Oeste,90,14,15,29,88.5,Bueno,Razonablemente bueno
6742081cd13b2ab2728568d0,01/06/2015,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,82,171,178,349,79.5,Bueno,Razonablemente bueno
6742081cd13b2ab2728568d5,01/06/2015,Ozono,Urbana de Fondo,Ensanche de Vallecas,Este,90,16,17,33,90,Bueno,Razonablemente bueno
6742081cd13b2ab2728568dc,01/07/2015,Ozono,Suburbana,Casa de Campo,Oeste,84,17,20,37,86,Bueno,Razonablemente bueno
6742081cd13b2ab2728568de,01/07/2015,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,78,200,243,443,73.5,Bueno,Razonablemente bueno
6742081cd13b2ab2728568f7,01/09/2015,Ozono,Suburbana,Juan Carlos I,Norte,55,8,10,18,55.25,Muy Bueno,Razonablemente bueno
6742081cd13b2ab2728568f8,01/09/2015,Ozono,Suburbana,Casa de Campo,Oeste,65,12,14,26,65.5,Bueno,Razonablemente bueno
6742081cd13b2ab272856905,01/10/2015,Ozono,Suburbana,Juan Carlos I,Norte,38,10,10,20,33.25,Muy Bueno,Bueno
6742081cd13b2ab272856908,01/10/2015,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,32,170,171,341,28.25,Muy Bueno,Bueno
6742081cd13b2ab272856921,01/12/2015,Ozono,Suburbana,Juan Carlos I,Norte,25,11,12,23,19.25,Muy Bueno,Bueno
6742081cd13b2ab27285695c,01/04/2016,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,41,161,177,338,49.75,Muy Bueno,Bueno
6742081cd13b2ab27285696a,01/05/2016,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,45,151,172,323,56.25,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856975,01/06/2016,Ozono,Suburbana,Juan Carlos I,Norte,81,8,8,16,72.5,Bueno,Razonablemente bueno
6742081cd13b2ab272856976,01/06/2016,Ozono,Suburbana,Casa de Campo,Oeste,75,12,13,25,76.5,Bueno,Razonablemente bueno
6742081cd13b2ab272856978,01/06/2016,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,40,154,170,324,57.25,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856983,01/07/2016,Ozono,Suburbana,Juan Carlos I,Norte,90,8,9,17,82.25,Bueno,Razonablemente bueno
6742081cd13b2ab27285698c,01/07/2016,Ozono,Urbana de Fondo,Farolillo,Sur,83,38,43,81,74.66666666666667,Bueno,Razonablemente bueno
6742081cd13b2ab272856992,01/08/2016,Ozono,Suburbana,Casa de Campo,Oeste,81,12,13,25,83.5,Bueno,Razonablemente bueno
6742081cd13b2ab2728569ad,01/10/2016,Ozono,Suburbana,Juan Carlos I,Norte,41,8,9,17,34.75,Muy Bueno,Bueno
6742081cd13b2ab2728569b0,01/10/2016,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,31,153,170,323,31.75,Muy Bueno,Bueno
6742081cd13b2ab2728569c9,01/12/2016,Ozono,Suburbana,Juan Carlos I,Norte,29,10,9,19,22.25,Muy Bueno,Bueno
6742081cd13b2ab2728569cc,01/12/2016,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,11,196,186,382,16.25,Muy Bueno,Bueno
6742081cd13b2ab2728569d2,01/12/2016,Ozono,Urbana de Fondo,Farolillo,Sur,12,46,44,90,14.666666666666666,Muy Bueno,Bueno
6742081cd13b2ab2728569da,01/01/2017,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,20,225,269,494,22.75,Muy Bueno,Bueno
6742081cd13b2ab2728569e5,01/02/2017,Ozono,Suburbana,Juan Carlos I,Norte,42,10,12,22,38.75,Muy Bueno,Bueno
6742081cd13b2ab272856a0a,01/04/2017,Ozono,Urbana de Fondo,Farolillo,Sur,66,36,43,79,67.66666666666667,Bueno,Razonablemente bueno
6742081cd13b2ab272856a0f,01/05/2017,Ozono,Suburbana,Juan Carlos I,Norte,70,9,10,19,70.25,Bueno,Razonablemente bueno
6742081cd13b2ab272856a10,01/05/2017,Ozono,Suburbana,Casa de Campo,Oeste,80,14,15,29,75.5,Bueno,Razonablemente bueno
6742081cd13b2ab272856a20,01/06/2017,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,64,161,194,355,64.75,Bueno,Razonablemente bueno
6742081cd13b2ab272856a2b,01/07/2017,Ozono,Suburbana,Juan Carlos I,Norte,71,9,10,19,72.75,Bueno,Razonablemente bueno
6742081cd13b2ab272856a55,01/10/2017,Ozono,Suburbana,Juan Carlos I,Norte,42,9,10,19,39.25,Muy Bueno,Bueno
6742081cd13b2ab272856a63,01/11/2017,Ozono,Suburbana,Juan Carlos I,Norte,29,9,10,19,26.25,Muy Bueno,Bueno
6742081cd13b2ab272856a82,01/01/2018,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,15,209,260,469,21.75,Muy Bueno,Bueno
6742081cd13b2ab272856a9b,01/03/2018,Ozono,Suburbana,Juan Carlos I,Norte,63,11,12,23,62.5,Bueno,Razonablemente bueno
6742081cd13b2ab272856ab2,01/04/2018,Ozono,Urbana de Fondo,Farolillo,Sur,62,37,41,78,56.333333333333336,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856ace,01/06/2018,Ozono,Urbana de Fondo,Farolillo,Sur,67,36,42,78,65.66666666666667,Bueno,Razonablemente bueno
6742081cd13b2ab272856ad3,01/07/2018,Ozono,Suburbana,Juan Carlos I,Norte,84,9,10,19,81.25,Bueno,Razonablemente bueno
6742081cd13b2ab272856ad4,01/07/2018,Ozono,Suburbana,Casa de Campo,Oeste,92,14,15,29,89,Bueno,Razonablemente bueno
6742081cd13b2ab272856ad6,01/07/2018,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,72,150,162,312,76.25,Bueno,Razonablemente bueno
6742081cd13b2ab272856adc,01/07/2018,Ozono,Urbana de Fondo,Farolillo,Sur,81,34,37,71,78.33333333333333,Bueno,Razonablemente bueno
6742081cd13b2ab272856aea,01/08/2018,Ozono,Urbana de Fondo,Farolillo,Sur,76,36,41,77,69.66666666666667,Bueno,Razonablemente bueno
6742081cd13b2ab272856aef,01/09/2018,Ozono,Suburbana,Juan Carlos I,Norte,67,9,9,18,66.25,Bueno,Razonablemente bueno
6742081cd13b2ab272856b0b,01/11/2018,Ozono,Suburbana,Juan Carlos I,Norte,30,10,11,21,29.25,Muy Bueno,Bueno
6742081cd13b2ab272856b2a,01/01/2019,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,28,204,237,441,25.25,Muy Bueno,Bueno
6742081cd13b2ab272856b35,01/02/2019,Ozono,Suburbana,Juan Carlos I,Norte,36,9,11,20,30.75,Muy Bueno,Bueno
6742081cd13b2ab272856b68,01/05/2019,Ozono,Urbana de Fondo,Farolillo,Sur,84,36,41,77,75.33333333333333,Bueno,Razonablemente bueno
6742081cd13b2ab272856b6d,01/06/2019,Ozono,Suburbana,Juan Carlos I,Norte,81,8,9,17,72.25,Bueno,Razonablemente bueno
6742081cd13b2ab272856b70,01/06/2019,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,65,156,171,327,71.25,Bueno,Razonablemente bueno
6742081cd13b2ab272856b76,01/06/2019,Ozono,Urbana de Fondo,Farolillo,Sur,83,36,40,76,74.33333333333333,Bueno,Razonablemente bueno
6742081cd13b2ab272856b7b,01/07/2019,Ozono,Suburbana,Juan Carlos I,Norte,92,8,10,18,80.75,Bueno,Razonablemente bueno
6742081cd13b2ab272856b9a,01/09/2019,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,48,138,152,290,52.75,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856bf4,01/03/2020,Ozono,Urbana de Fondo,Farolillo,Sur,57,175,163,338,53.666666666666664,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856bf9,01/04/2020,Ozono,Suburbana,Juan Carlos I,Norte,59,39,47,86,63.25,Bueno,Razonablemente bueno
6742081cd13b2ab272856c23,01/07/2020,Ozono,Suburbana,Juan Carlos I,Norte,78,12,15,27,80.25,Bueno,Razonablemente bueno
6742081cd13b2ab272856c2c,01/07/2020,Ozono,Urbana de Fondo,Farolillo,Sur,84,47,57,104,73.33333333333333,Bueno,Razonablemente bueno
6742081cd13b2ab272856c31,01/08/2020,Ozono,Suburbana,Juan Carlos I,Norte,66,13,15,28,70.75,Bueno,Razonablemente bueno
6742081cd13b2ab272856c32,01/08/2020,Ozono,Suburbana,Casa de Campo,Oeste,65,17,20,37,66.5,Bueno,Razonablemente bueno
6742081cd13b2ab272856c50,01/10/2020,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,43,283,284,567,41.75,Muy Bueno,Bueno
6742081cd13b2ab272856cb0,01/05/2021,Ozono,Suburbana,Casa de Campo,Oeste,75,10,12,22,68.5,Bueno,Razonablemente bueno
6742081cd13b2ab272856cc6,01/06/2021,Ozono,Urbana de Fondo,Farolillo,Sur,75,29,35,64,48.333333333333336,Muy Bueno,Bueno
6742081cd13b2ab272856ccb,01/07/2021,Ozono,Suburbana,Juan Carlos I,Norte,78,9,10,19,78.75,Bueno,Razonablemente bueno
6742081cd13b2ab272856ccc,01/07/2021,Ozono,Suburbana,Casa de Campo,Oeste,77,14,17,31,77.5,Bueno,Razonablemente bueno
6742081cd13b2ab272856cd9,01/08/2021,Ozono,Suburbana,Juan Carlos I,Norte,75,6,8,14,77.25,Bueno,Razonablemente bueno
6742081cd13b2ab272856cdc,01/08/2021,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,74,120,156,276,73.25,Bueno,Razonablemente bueno
6742081cd13b2ab272856ce7,01/09/2021,Ozono,Suburbana,Juan Carlos I,Norte,50,6,6,12,54.75,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856cf5,01/10/2021,Ozono,Suburbana,Juan Carlos I,Norte,41,6,7,13,42.25,Muy Bueno,Bueno
6742081cd13b2ab272856cf8,01/10/2021,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,50,117,130,247,42.75,Muy Bueno,Bueno
6742081cd13b2ab272856d20,01/01/2010,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,20,181,173,354,11.2,Muy Bueno,Bueno
6742081cd13b2ab272856d2d,01/02/2010,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,18,158,154,312,13.8,Muy Bueno,Bueno
6742081cd13b2ab272856d3a,01/03/2010,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,28,156,149,305,23.6,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856d47,01/04/2010,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,19,157,157,314,16.8,Muy Bueno,Bueno
6742081cd13b2ab272856d7b,01/08/2010,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,30,146,146,292,33.2,Bueno,Razonablemente bueno
6742081cd13b2ab272856d88,01/09/2010,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,26,134,137,271,29.2,Bueno,Razonablemente bueno
6742081cd13b2ab272856d89,01/09/2010,Partículas en suspensión < 10µm,Urbana de Fondo,Sanchinarro,Norte,22,6,5,11,21.333333333333332,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856da2,01/11/2010,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,19,158,153,311,20.8,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856db0,01/12/2010,Partículas en suspensión < 10µm,Urbana de Fondo,Sanchinarro,Norte,17,8,7,15,16.333333333333332,Muy Bueno,Bueno
6742081cd13b2ab272856dbc,01/01/2011,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,23,192,184,376,22.6,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856dc9,01/02/2011,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,26,170,157,327,26.6,Bueno,Razonablemente bueno
6742081cd13b2ab272856dd6,01/03/2011,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,21,187,162,349,21.4,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856de3,01/04/2011,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,30,163,153,316,30.6,Bueno,Razonablemente bueno
6742081cd13b2ab272856dfd,01/06/2011,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,24,158,145,303,26.2,Bueno,Razonablemente bueno
6742081cd13b2ab272856e0a,01/07/2011,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,21,156,150,306,23.8,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856e17,01/08/2011,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,26,152,151,303,27.2,Bueno,Razonablemente bueno
6742081cd13b2ab272856e4b,01/12/2011,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,25,197,181,378,25.4,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856e65,01/02/2012,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,19,186,212,398,17.8,Muy Bueno,Bueno
6742081cd13b2ab272856e72,01/03/2012,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,25,188,202,390,24.8,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856e7f,01/04/2012,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,13,168,180,348,15.2,Muy Bueno,Bueno
6742081cd13b2ab272856e80,01/04/2012,Partículas en suspensión < 10µm,Urbana de Fondo,Sanchinarro,Norte,16,9,9,18,12.666666666666666,Muy Bueno,Bueno
6742081cd13b2ab272856e99,01/06/2012,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,38,161,166,327,40.8,Bueno,Regular
6742081cd13b2ab272856ea6,01/07/2012,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,29,152,174,326,32.6,Bueno,Razonablemente bueno
6742081cd13b2ab272856eb3,01/08/2012,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,43,157,167,324,43.6,Bueno,Regular
6742081cd13b2ab272856ec0,01/09/2012,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,23,150,151,301,24.2,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856ecd,01/10/2012,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,20,153,167,320,20.4,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856ee7,01/12/2012,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,16,176,205,381,16.6,Muy Bueno,Bueno
6742081cd13b2ab272856f02,01/02/2013,Partículas en suspensión < 10µm,Urbana de Fondo,Sanchinarro,Norte,12,9,8,17,10.666666666666666,Muy Bueno,Bueno
6742081cd13b2ab272856f0e,01/03/2013,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,12,171,179,350,13.6,Muy Bueno,Bueno
6742081cd13b2ab272856f0f,01/03/2013,Partículas en suspensión < 10µm,Urbana de Fondo,Sanchinarro,Norte,10,9,8,17,9.666666666666666,Muy Bueno,Bueno
6742081cd13b2ab272856f1b,01/04/2013,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,16,156,162,318,17.6,Muy Bueno,Bueno
6742081cd13b2ab272856f28,01/05/2013,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,15,162,152,314,14.8,Muy Bueno,Bueno
6742081cd13b2ab272856f35,01/06/2013,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,21,161,158,319,23.4,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856f42,01/07/2013,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,30,164,164,328,31.4,Bueno,Razonablemente bueno
6742081cd13b2ab272856f76,01/11/2013,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,15,175,170,345,15.8,Muy Bueno,Bueno
6742081cd13b2ab272856f77,01/11/2013,Partículas en suspensión < 10µm,Urbana de Fondo,Sanchinarro,Norte,11,9,8,17,11.666666666666666,Muy Bueno,Bueno
6742081cd13b2ab272856f83,01/12/2013,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,18,195,185,380,17.2,Muy Bueno,Bueno
6742081cd13b2ab272856f84,01/12/2013,Partículas en suspensión < 10µm,Urbana de Fondo,Sanchinarro,Norte,13,10,9,19,13.666666666666666,Muy Bueno,Bueno
6742081cd13b2ab272856f90,01/01/2014,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,11,208,209,417,12.2,Muy Bueno,Bueno
6742081cd13b2ab272856fb7,01/04/2014,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,19,166,165,331,19.4,Muy Bueno,Bueno
6742081cd13b2ab272856fc4,01/05/2014,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,18,155,163,318,18.4,Muy Bueno,Bueno
6742081cd13b2ab272856ff8,01/09/2014,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,20,145,149,294,22.4,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856ff9,01/09/2014,Partículas en suspensión < 10µm,Urbana de Fondo,Sanchinarro,Norte,20,6,10,16,20.333333333333332,Muy Bueno,Razonablemente bueno
6742081cd13b2ab27285701f,01/12/2014,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,19,190,182,372,18.2,Muy Bueno,Bueno
6742081cd13b2ab27285703a,01/02/2015,Partículas en suspensión < 10µm,Urbana de Fondo,Sanchinarro,Norte,8,12,14,26,9.333333333333334,Muy Bueno,Bueno
6742081cd13b2ab27285706d,01/06/2015,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,21,171,178,349,21.6,Muy Bueno,Razonablemente bueno
6742081cd13b2ab27285707a,01/07/2015,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,25,200,243,443,25.8,Muy Bueno,Razonablemente bueno
6742081cd13b2ab2728570bb,01/12/2015,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,39,180,200,380,37.4,Bueno,Razonablemente bueno
6742081cd13b2ab2728570d6,01/02/2016,Partículas en suspensión < 10µm,Urbana de Fondo,Sanchinarro,Norte,20,8,9,17,19.666666666666668,Muy Bueno,Bueno
6742081cd13b2ab2728570e2,01/03/2016,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,14,174,206,380,14.4,Muy Bueno,Bueno
6742081cd13b2ab2728570ef,01/04/2016,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,10,161,177,338,10.6,Muy Bueno,Bueno
6742081cd13b2ab2728570fc,01/05/2016,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,12,151,172,323,13.2,Muy Bueno,Bueno
6742081cd13b2ab272857116,01/07/2016,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,22,161,182,343,24.4,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272857130,01/09/2016,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,25,139,167,306,25.2,Muy Bueno,Razonablemente bueno
6742081dd13b2ab2728571f3,01/12/2017,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,18,195,223,418,14.2,Muy Bueno,Bueno
6742081dd13b2ab27285720d,01/02/2018,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,13,175,201,376,11.4,Muy Bueno,Bueno
6742081dd13b2ab27285721a,01/03/2018,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,7,189,204,393,6.4,Muy Bueno,Bueno
6742081dd13b2ab272857234,01/05/2018,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,11,162,175,337,10.2,Muy Bueno,Bueno
6742081dd13b2ab272857275,01/10/2018,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,17,159,176,335,19.6,Muy Bueno,Bueno
6742081dd13b2ab2728572a9,01/02/2019,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,25,178,205,383,26.8,Bueno,Razonablemente bueno
6742081dd13b2ab2728572b6,01/03/2019,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,15,173,201,374,18.6,Muy Bueno,Bueno
6742081dd13b2ab2728572d0,01/05/2019,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,10,157,179,336,12.8,Muy Bueno,Bueno
6742081dd13b2ab2728572d1,01/05/2019,Partículas en suspensión < 10µm,Urbana de Fondo,Sanchinarro,Norte,11,8,9,17,12.333333333333334,Muy Bueno,Bueno
6742081dd13b2ab2728572ea,01/07/2019,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,26,159,193,352,28.6,Bueno,Razonablemente bueno
6742081dd13b2ab27285732b,01/12/2019,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,13,167,197,364,15.4,Muy Bueno,Bueno
6742081dd13b2ab272857338,01/01/2020,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,19,247,288,535,20.2,Muy Bueno,Razonablemente bueno
6742081dd13b2ab27285735f,01/04/2020,Partículas en suspensión < 10µm,Urbana de Fondo,Méndez Álvaro,Interior M30,10,637,779,1416,9.6,Muy Bueno,Bueno
