_id,Mes,Magnitud,Tipo_Estacion,Estacion,Zona,Concentraciones_medias_mensuales,Muertes_hombre,Muertes_mujer,Muertes_totales,Total_Concentraciones_medias_mensuales,Indice_Calidad_Aire_CAQI,Indice_Calidad_Aire_Europeo
6742081cd13b2ab272855e5c,01/11/2015,Dióxido de nitrógeno,Urbana de Fondo,Farolillo,Sur,58,41,45,86,66,Bueno,Razonablemente bueno
6742081cd13b2ab272855e6a,01/12/2015,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,66,180,200,380,67.4,Bueno,Razonablemente bueno
6742081cd13b2ab272855e72,01/12/2015,Dióxido de nitrógeno,Urbana de Fondo,Ensanche de Vallecas,Este,71,17,19,36,68.33333333333333,Bueno,Razonablemente bueno
6742081cd13b2ab272855e74,01/12/2015,Dióxido de nitrógeno,Urbana de Fondo,Farolillo,Sur,70,44,49,93,80.33333333333333,Bueno,Razonablemente bueno
6742081cd13b2ab272855e7f,01/01/2016,Dióxido de nitrógeno,Suburbana,Juan Carlos I,Norte,23,9,10,19,40.5,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272855e82,01/01/2016,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,44,176,205,381,45.1,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272855e8c,01/01/2016,Dióxido de nitrógeno,Urbana de Fondo,Farolillo,Sur,42,41,48,89,47,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272855e97,01/02/2016,Dióxido de nitrógeno,Suburbana,Juan Carlos I,Norte,18,8,9,17,33.166666666666664,Muy Bueno,Bueno
6742081cd13b2ab272855e9a,01/02/2016,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,37,165,183,348,39.1,Muy Bueno,Bueno
6742081cd13b2ab272855eb2,01/03/2016,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,36,174,206,380,39.9,Muy Bueno,Bueno
6742081cd13b2ab272855ebc,01/03/2016,Dióxido de nitrógeno,Urbana de Fondo,Farolillo,Sur,37,41,49,90,42,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272855ec7,01/04/2016,Dióxido de nitrógeno,Suburbana,Juan Carlos I,Norte,17,8,9,17,29.166666666666668,Muy Bueno,Bueno
6742081cd13b2ab272855eca,01/04/2016,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,30,161,177,338,36.3,Muy Bueno,Bueno
6742081cd13b2ab272855edf,01/05/2016,Dióxido de nitrógeno,Suburbana,Juan Carlos I,Norte,17,8,9,17,27.166666666666668,Muy Bueno,Bueno
6742081cd13b2ab272855ee2,01/05/2016,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,27,151,172,323,34.7,Muy Bueno,Bueno
6742081cd13b2ab272855f2a,01/08/2016,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,26,156,167,323,31.7,Muy Bueno,Bueno
6742081cd13b2ab272855f32,01/08/2016,Dióxido de nitrógeno,Urbana de Fondo,Ensanche de Vallecas,Este,24,18,19,37,26.666666666666668,Muy Bueno,Bueno
6742081cd13b2ab272855f58,01/10/2016,Dióxido de nitrógeno,Suburbana,Casa de Campo,Oeste,31,12,13,25,27,Muy Bueno,Bueno
6742081cd13b2ab272855f5a,01/10/2016,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,54,153,170,323,54.7,Bueno,Razonablemente bueno
6742081cd13b2ab272855f72,01/11/2016,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,53,150,172,322,52.4,Bueno,Razonablemente bueno
6742081cd13b2ab272855f87,01/12/2016,Dióxido de nitrógeno,Suburbana,Juan Carlos I,Norte,26,10,9,19,49.166666666666664,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272855f8a,01/12/2016,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,61,196,186,382,59.5,Bueno,Razonablemente bueno
6742081cd13b2ab272855fa2,01/01/2017,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,60,225,269,494,56.6,Bueno,Razonablemente bueno
6742081cd13b2ab272855faa,01/01/2017,Dióxido de nitrógeno,Urbana de Fondo,Ensanche de Vallecas,Este,49,24,28,52,53.333333333333336,Bueno,Razonablemente bueno
6742081cd13b2ab272855fac,01/01/2017,Dióxido de nitrógeno,Urbana de Fondo,Farolillo,Sur,56,53,63,116,64,Bueno,Razonablemente bueno
6742081cd13b2ab272855fcf,01/03/2017,Dióxido de nitrógeno,Suburbana,Juan Carlos I,Norte,34,10,10,20,40.166666666666664,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272855fd2,01/03/2017,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,43,174,189,363,44.2,Muy Bueno,Razonablemente bueno
6742081cd13b2ab27285601a,01/06/2017,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,29,161,194,355,37.2,Muy Bueno,Bueno
6742081cd13b2ab272856047,01/08/2017,Dióxido de nitrógeno,Suburbana,Juan Carlos I,Norte,18,8,10,18,24.833333333333332,Muy Bueno,Bueno
6742081cd13b2ab272856062,01/09/2017,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,43,151,164,315,41.9,Muy Bueno,Razonablemente bueno
6742081cd13b2ab27285607a,01/10/2017,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,57,160,184,344,58,Bueno,Razonablemente bueno
6742081cd13b2ab272856082,01/10/2017,Dióxido de nitrógeno,Urbana de Fondo,Ensanche de Vallecas,Este,53,17,19,36,51.666666666666664,Bueno,Razonablemente bueno
6742081cd13b2ab27285608f,01/11/2017,Dióxido de nitrógeno,Suburbana,Juan Carlos I,Norte,45,9,10,19,57,Bueno,Razonablemente bueno
6742081cd13b2ab27285609a,01/11/2017,Dióxido de nitrógeno,Urbana de Fondo,Ensanche de Vallecas,Este,67,17,19,36,63.333333333333336,Bueno,Razonablemente bueno
6742081cd13b2ab27285609c,01/11/2017,Dióxido de nitrógeno,Urbana de Fondo,Farolillo,Sur,63,38,42,80,76.66666666666667,Bueno,Razonablemente bueno
6742081cd13b2ab2728560aa,01/12/2017,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,55,195,223,418,56.4,Bueno,Razonablemente bueno
6742081cd13b2ab2728560b4,01/12/2017,Dióxido de nitrógeno,Urbana de Fondo,Farolillo,Sur,53,46,52,98,63,Bueno,Razonablemente bueno
6742081cd13b2ab2728560c2,01/01/2018,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,49,209,260,469,51.7,Bueno,Razonablemente bueno
6742081cd13b2ab2728560da,01/02/2018,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,48,175,201,376,50.6,Muy Bueno,Razonablemente bueno
6742081cd13b2ab2728560e2,01/02/2018,Dióxido de nitrógeno,Urbana de Fondo,Ensanche de Vallecas,Este,44,19,21,40,45.333333333333336,Muy Bueno,Razonablemente bueno
6742081cd13b2ab2728560e4,01/02/2018,Dióxido de nitrógeno,Urbana de Fondo,Farolillo,Sur,46,39,45,84,54,Bueno,Razonablemente bueno
6742081cd13b2ab27285610a,01/04/2018,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,28,165,180,345,35.3,Muy Bueno,Bueno
6742081cd13b2ab27285611f,01/05/2018,Dióxido de nitrógeno,Suburbana,Juan Carlos I,Norte,18,10,10,20,25.166666666666668,Muy Bueno,Bueno
6742081cd13b2ab272856122,01/05/2018,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,27,162,175,337,33.9,Muy Bueno,Bueno
6742081cd13b2ab272856137,01/06/2018,Dióxido de nitrógeno,Suburbana,Juan Carlos I,Norte,16,9,11,20,22.833333333333332,Muy Bueno,Bueno
6742081cd13b2ab27285613a,01/06/2018,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,24,159,185,344,31.5,Muy Bueno,Bueno
6742081cd13b2ab272856142,01/06/2018,Dióxido de nitrógeno,Urbana de Fondo,Ensanche de Vallecas,Este,28,17,20,37,27.666666666666668,Muy Bueno,Bueno
6742081cd13b2ab272856152,01/07/2018,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,22,150,162,312,31.6,Muy Bueno,Bueno
6742081cd13b2ab27285616a,01/08/2018,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,27,159,183,342,31.8,Muy Bueno,Bueno
6742081cd13b2ab272856182,01/09/2018,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,36,150,159,309,42.2,Muy Bueno,Razonablemente bueno
6742081cd13b2ab27285618c,01/09/2018,Dióxido de nitrógeno,Urbana de Fondo,Farolillo,Sur,33,34,36,70,44.333333333333336,Muy Bueno,Razonablemente bueno
6742081cd13b2ab27285619a,01/10/2018,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,41,159,176,335,44.8,Muy Bueno,Razonablemente bueno
6742081cd13b2ab2728561a2,01/10/2018,Dióxido de nitrógeno,Urbana de Fondo,Ensanche de Vallecas,Este,41,17,19,36,40.666666666666664,Muy Bueno,Razonablemente bueno
6742081cd13b2ab2728561b2,01/11/2018,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,38,165,184,349,43.7,Muy Bueno,Razonablemente bueno
6742081cd13b2ab2728561ca,01/12/2018,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,51,189,196,385,58.3,Bueno,Razonablemente bueno
6742081cd13b2ab2728561df,01/01/2019,Dióxido de nitrógeno,Suburbana,Juan Carlos I,Norte,39,11,12,23,50.166666666666664,Muy Bueno,Razonablemente bueno
6742081cd13b2ab2728561ea,01/01/2019,Dióxido de nitrógeno,Urbana de Fondo,Ensanche de Vallecas,Este,61,21,24,45,59.666666666666664,Bueno,Razonablemente bueno
6742081cd13b2ab2728561f7,01/02/2019,Dióxido de nitrógeno,Suburbana,Juan Carlos I,Norte,41,9,11,20,50.833333333333336,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856204,01/02/2019,Dióxido de nitrógeno,Urbana de Fondo,Farolillo,Sur,55,41,48,89,69,Bueno,Razonablemente bueno
6742081cd13b2ab27285621c,01/03/2019,Dióxido de nitrógeno,Urbana de Fondo,Farolillo,Sur,36,40,47,87,46.666666666666664,Muy Bueno,Razonablemente bueno
6742081cd13b2ab27285622a,01/04/2019,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,25,152,169,321,29.3,Muy Bueno,Bueno
6742081cd13b2ab27285623f,01/05/2019,Dióxido de nitrógeno,Suburbana,Juan Carlos I,Norte,14,8,9,17,18.833333333333332,Muy Bueno,Bueno
6742081cd13b2ab272856242,01/05/2019,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,21,157,179,336,24.7,Muy Bueno,Bueno
6742081cd13b2ab27285624a,01/05/2019,Dióxido de nitrógeno,Urbana de Fondo,Ensanche de Vallecas,Este,25,16,18,34,22.666666666666668,Muy Bueno,Bueno
6742081cd13b2ab27285625a,01/06/2019,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,21,156,171,327,27.6,Muy Bueno,Bueno
6742081cd13b2ab27285627a,01/07/2019,Dióxido de nitrógeno,Urbana de Fondo,Ensanche de Vallecas,Este,24,16,20,36,25.333333333333332,Muy Bueno,Bueno
6742081cd13b2ab27285627c,01/07/2019,Dióxido de nitrógeno,Urbana de Fondo,Farolillo,Sur,22,37,45,82,31.666666666666668,Muy Bueno,Bueno
6742081cd13b2ab272856287,01/08/2019,Dióxido de nitrógeno,Suburbana,Juan Carlos I,Norte,20,8,9,17,23.833333333333332,Muy Bueno,Bueno
6742081cd13b2ab2728562a2,01/09/2019,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,34,138,152,290,33.5,Muy Bueno,Bueno
6742081cd13b2ab2728562e8,01/12/2019,Dióxido de nitrógeno,Suburbana,Casa de Campo,Oeste,26,14,17,31,22.5,Muy Bueno,Bueno
6742081cd13b2ab2728562f2,01/12/2019,Dióxido de nitrógeno,Urbana de Fondo,Ensanche de Vallecas,Este,46,17,20,37,43.666666666666664,Muy Bueno,Razonablemente bueno
6742081cd13b2ab2728562ff,01/01/2020,Dióxido de nitrógeno,Suburbana,Juan Carlos I,Norte,35,15,18,33,45.5,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856302,01/01/2020,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,47,247,288,535,50.7,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856318,01/02/2020,Dióxido de nitrógeno,Suburbana,Casa de Campo,Oeste,30,17,19,36,25,Muy Bueno,Bueno
6742081cd13b2ab27285631a,01/02/2020,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,45,211,240,451,46.9,Muy Bueno,Razonablemente bueno
6742081cd13b2ab27285633a,01/03/2020,Dióxido de nitrógeno,Urbana de Fondo,Ensanche de Vallecas,Este,28,83,77,160,26.333333333333332,Muy Bueno,Bueno
6742081cd13b2ab272856347,01/04/2020,Dióxido de nitrógeno,Suburbana,Juan Carlos I,Norte,8,39,47,86,10.333333333333334,Muy Bueno,Bueno
6742081cd13b2ab27285634a,01/04/2020,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,13,637,779,1416,12.3,Muy Bueno,Bueno
6742081cd13b2ab272856352,01/04/2020,Dióxido de nitrógeno,Urbana de Fondo,Ensanche de Vallecas,Este,19,70,85,155,15.666666666666666,Muy Bueno,Bueno
6742081cd13b2ab27285635f,01/05/2020,Dióxido de nitrógeno,Suburbana,Juan Carlos I,Norte,8,14,16,30,10.166666666666666,Muy Bueno,Bueno
6742081cd13b2ab27285636c,01/05/2020,Dióxido de nitrógeno,Urbana de Fondo,Farolillo,Sur,14,53,60,113,17.666666666666668,Muy Bueno,Bueno
6742081cd13b2ab27285637a,01/06/2020,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,14,184,208,392,17.1,Muy Bueno,Bueno
6742081cd13b2ab272856382,01/06/2020,Dióxido de nitrógeno,Urbana de Fondo,Ensanche de Vallecas,Este,22,20,23,43,19.333333333333332,Muy Bueno,Bueno
6742081cd13b2ab27285638f,01/07/2020,Dióxido de nitrógeno,Suburbana,Juan Carlos I,Norte,13,12,15,27,15.333333333333334,Muy Bueno,Bueno
6742081cd13b2ab272856392,01/07/2020,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,19,201,245,446,21.8,Muy Bueno,Bueno
6742081cd13b2ab2728563f2,01/11/2020,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,39,240,248,488,42.8,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856407,01/12/2020,Dióxido de nitrógeno,Suburbana,Juan Carlos I,Norte,17,14,16,30,27.833333333333332,Muy Bueno,Bueno
6742081cd13b2ab27285640a,01/12/2020,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,29,238,263,501,33.1,Muy Bueno,Bueno
6742081cd13b2ab27285641f,01/01/2021,Dióxido de nitrógeno,Suburbana,Juan Carlos I,Norte,29,9,9,18,42.833333333333336,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856422,01/01/2021,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,44,164,172,336,47.2,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856437,01/02/2021,Dióxido de nitrógeno,Suburbana,Juan Carlos I,Norte,24,7,7,14,29.833333333333332,Muy Bueno,Bueno
6742081cd13b2ab27285643a,01/02/2021,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,33,128,133,261,32.4,Muy Bueno,Bueno
6742081cd13b2ab27285647f,01/05/2021,Dióxido de nitrógeno,Suburbana,Juan Carlos I,Norte,13,6,7,13,17.333333333333332,Muy Bueno,Bueno
6742081cd13b2ab272856482,01/05/2021,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,18,112,137,249,20.9,Muy Bueno,Bueno
6742081cd13b2ab27285648a,01/05/2021,Dióxido de nitrógeno,Urbana de Fondo,Ensanche de Vallecas,Este,16,13,16,29,18.666666666666668,Muy Bueno,Bueno
6742081cd13b2ab27285649a,01/06/2021,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,19,128,151,279,22.1,Muy Bueno,Bueno
6742081cd13b2ab2728564b2,01/07/2021,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,20,160,194,354,23.2,Muy Bueno,Bueno
6742081cd13b2ab2728564ca,01/08/2021,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,19,120,156,276,21.1,Muy Bueno,Bueno
6742081cd13b2ab2728564e2,01/09/2021,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,24,107,118,225,28.2,Muy Bueno,Bueno
6742081cd13b2ab2728564f7,01/10/2021,Dióxido de nitrógeno,Suburbana,Juan Carlos I,Norte,27,6,7,13,35.166666666666664,Muy Bueno,Bueno
6742081cd13b2ab2728564fa,01/10/2021,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,39,117,130,247,39.5,Muy Bueno,Bueno
6742081cd13b2ab272856527,01/12/2021,Dióxido de nitrógeno,Suburbana,Juan Carlos I,Norte,31,8,9,17,37.833333333333336,Muy Bueno,Bueno
6742081cd13b2ab27285652a,01/12/2021,Dióxido de nitrógeno,Urbana de Fondo,Méndez Álvaro,Interior M30,42,144,165,309,35.8,Muy Bueno,Bueno
6742081cd13b2ab27285653f,01/01/2010,Ozono,Suburbana,Juan Carlos I,Norte,30,8,7,15,23.75,Muy Bueno,Bueno
6742081cd13b2ab27285655b,01/03/2010,Ozono,Suburbana,Juan Carlos I,Norte,65,7,6,13,54.25,Muy Bueno,Razonablemente bueno
6742081cd13b2ab27285655c,01/03/2010,Ozono,Suburbana,Casa de Campo,Oeste,60,9,10,19,60,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856569,01/04/2010,Ozono,Suburbana,Juan Carlos I,Norte,80,7,6,13,64.25,Bueno,Razonablemente bueno
6742081cd13b2ab27285656a,01/04/2010,Ozono,Suburbana,Casa de Campo,Oeste,74,9,11,20,72,Bueno,Razonablemente bueno
6742081cd13b2ab272856572,01/04/2010,Ozono,Urbana de Fondo,Farolillo,Sur,66,32,29,61,55.333333333333336,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856577,01/05/2010,Ozono,Suburbana,Juan Carlos I,Norte,84,7,6,13,67.75,Bueno,Razonablemente bueno
6742081cd13b2ab272856578,01/05/2010,Ozono,Suburbana,Casa de Campo,Oeste,77,9,10,19,75,Bueno,Razonablemente bueno
6742081cd13b2ab27285657a,01/05/2010,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,64,161,150,311,63.5,Bueno,Razonablemente bueno
6742081cd13b2ab27285657f,01/05/2010,Ozono,Urbana de Fondo,Ensanche de Vallecas,Este,73,14,10,24,73,Bueno,Razonablemente bueno
6742081cd13b2ab272856580,01/05/2010,Ozono,Urbana de Fondo,Farolillo,Sur,71,32,28,60,59.333333333333336,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856585,01/06/2010,Ozono,Suburbana,Juan Carlos I,Norte,73,6,5,11,66.75,Bueno,Razonablemente bueno
6742081cd13b2ab272856586,01/06/2010,Ozono,Suburbana,Casa de Campo,Oeste,74,9,9,18,71.5,Bueno,Razonablemente bueno
6742081cd13b2ab272856588,01/06/2010,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,56,146,139,285,54.5,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856593,01/07/2010,Ozono,Suburbana,Juan Carlos I,Norte,82,7,6,13,74.5,Bueno,Razonablemente bueno
6742081cd13b2ab272856594,01/07/2010,Ozono,Suburbana,Casa de Campo,Oeste,85,10,11,21,82.5,Bueno,Razonablemente bueno
6742081cd13b2ab2728565a1,01/08/2010,Ozono,Suburbana,Juan Carlos I,Norte,75,6,6,12,68.25,Bueno,Razonablemente bueno
6742081cd13b2ab2728565a4,01/08/2010,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,58,146,146,292,58.25,Muy Bueno,Razonablemente bueno
6742081cd13b2ab2728565a9,01/08/2010,Ozono,Urbana de Fondo,Ensanche de Vallecas,Este,65,13,10,23,65,Bueno,Razonablemente bueno
6742081cd13b2ab2728565af,01/09/2010,Ozono,Suburbana,Juan Carlos I,Norte,56,6,5,11,51.5,Muy Bueno,Razonablemente bueno
6742081cd13b2ab2728565bd,01/10/2010,Ozono,Suburbana,Juan Carlos I,Norte,40,7,6,13,37.75,Muy Bueno,Bueno
6742081cd13b2ab2728565be,01/10/2010,Ozono,Suburbana,Casa de Campo,Oeste,34,9,10,19,37.5,Muy Bueno,Bueno
6742081cd13b2ab2728565c0,01/10/2010,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,28,156,150,306,27.25,Muy Bueno,Bueno
6742081cd13b2ab2728565d9,01/12/2010,Ozono,Suburbana,Juan Carlos I,Norte,26,8,7,15,23.25,Muy Bueno,Bueno
6742081cd13b2ab2728565ea,01/01/2011,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,18,192,184,376,19.75,Muy Bueno,Bueno
6742081cd13b2ab2728565f0,01/01/2011,Ozono,Urbana de Fondo,Farolillo,Sur,19,41,33,74,16.666666666666668,Muy Bueno,Bueno
6742081cd13b2ab2728565f5,01/02/2011,Ozono,Suburbana,Juan Carlos I,Norte,38,8,7,15,31.25,Muy Bueno,Bueno
6742081cd13b2ab272856603,01/03/2011,Ozono,Suburbana,Juan Carlos I,Norte,64,9,7,16,53.75,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856604,01/03/2011,Ozono,Suburbana,Casa de Campo,Oeste,52,12,10,22,47.5,Muy Bueno,Bueno
6742081cd13b2ab272856614,01/04/2011,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,63,163,153,316,53.5,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856619,01/04/2011,Ozono,Urbana de Fondo,Ensanche de Vallecas,Este,71,16,11,27,71,Bueno,Razonablemente bueno
6742081cd13b2ab272856620,01/05/2011,Ozono,Suburbana,Casa de Campo,Oeste,59,11,9,20,61.5,Bueno,Razonablemente bueno
6742081cd13b2ab272856622,01/05/2011,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,62,162,151,313,56,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856635,01/06/2011,Ozono,Urbana de Fondo,Ensanche de Vallecas,Este,77,16,11,27,77,Bueno,Razonablemente bueno
6742081cd13b2ab27285663b,01/07/2011,Ozono,Suburbana,Juan Carlos I,Norte,82,8,7,15,77.75,Bueno,Razonablemente bueno
6742081cd13b2ab272856651,01/08/2011,Ozono,Urbana de Fondo,Ensanche de Vallecas,Este,67,15,11,26,67,Bueno,Razonablemente bueno
6742081cd13b2ab272856668,01/10/2011,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,29,177,162,339,29.75,Muy Bueno,Bueno
6742081cd13b2ab27285668a,01/12/2011,Ozono,Urbana de Fondo,Farolillo,Sur,15,42,33,75,14.333333333333334,Muy Bueno,Bueno
6742081cd13b2ab27285668f,01/01/2012,Ozono,Suburbana,Juan Carlos I,Norte,21,12,12,24,17.75,Muy Bueno,Bueno
6742081cd13b2ab272856692,01/01/2012,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,8,208,244,452,12.25,Muy Bueno,Bueno
6742081cd13b2ab272856698,01/01/2012,Ozono,Urbana de Fondo,Farolillo,Sur,13,51,41,92,11.333333333333334,Muy Bueno,Bueno
6742081cd13b2ab2728566ab,01/03/2012,Ozono,Suburbana,Juan Carlos I,Norte,52,11,10,21,45.25,Muy Bueno,Bueno
6742081cd13b2ab2728566ae,01/03/2012,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,37,188,202,390,40.25,Muy Bueno,Bueno
6742081cd13b2ab2728566ba,01/04/2012,Ozono,Suburbana,Casa de Campo,Oeste,63,12,12,24,64.5,Bueno,Razonablemente bueno
6742081cd13b2ab2728566c7,01/05/2012,Ozono,Suburbana,Juan Carlos I,Norte,60,10,8,18,57.5,Muy Bueno,Razonablemente bueno
6742081cd13b2ab2728566d5,01/06/2012,Ozono,Suburbana,Juan Carlos I,Norte,63,9,8,17,62.25,Bueno,Razonablemente bueno
6742081cd13b2ab2728566d8,01/06/2012,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,54,161,166,327,53.25,Muy Bueno,Razonablemente bueno
6742081cd13b2ab2728566f1,01/08/2012,Ozono,Suburbana,Juan Carlos I,Norte,59,9,8,17,56.75,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856700,01/09/2012,Ozono,Suburbana,Casa de Campo,Oeste,54,11,10,21,55.5,Muy Bueno,Razonablemente bueno
6742081cd13b2ab272856702,01/09/2012,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,46,150,151,301,45.75,Muy Bueno,Bueno
6742081cd13b2ab27285671b,01/11/2012,Ozono,Suburbana,Juan Carlos I,Norte,33,9,8,17,27.75,Muy Bueno,Bueno
6742081cd13b2ab27285671e,01/11/2012,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,21,166,178,344,21.25,Muy Bueno,Bueno
6742081cd13b2ab27285672c,01/12/2012,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,17,176,205,381,14.75,Muy Bueno,Bueno
6742081cd13b2ab272856745,01/02/2013,Ozono,Suburbana,Juan Carlos I,Norte,38,9,8,17,37.25,Muy Bueno,Bueno
6742081cd13b2ab272856748,01/02/2013,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,30,162,164,326,32.25,Muy Bueno,Bueno
6742081cd13b2ab272856762,01/04/2013,Ozono,Suburbana,Casa de Campo,Oeste,70,12,13,25,67.5,Bueno,Razonablemente bueno
6742081cd13b2ab272856764,01/04/2013,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,55,156,162,318,55.75,Muy Bueno,Razonablemente bueno
6742081cd13b2ab27285676f,01/05/2013,Ozono,Suburbana,Juan Carlos I,Norte,78,9,7,16,69.75,Bueno,Razonablemente bueno
6742081cd13b2ab272856772,01/05/2013,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,56,162,152,314,59.75,Muy Bueno,Razonablemente bueno
6742081cd13b2ab27285677d,01/06/2013,Ozono,Suburbana,Juan Carlos I,Norte,89,8,7,15,81.5,Bueno,Razonablemente bueno
6742081cd13b2ab27285677e,01/06/2013,Ozono,Suburbana,Casa de Campo,Oeste,88,12,12,24,84,Bueno,Razonablemente bueno
6742081cd13b2ab272856785,01/06/2013,Ozono,Urbana de Fondo,Ensanche de Vallecas,Este,79,16,12,28,79,Bueno,Razonablemente bueno
6742081cd13b2ab27285678b,01/07/2013,Ozono,Suburbana,Juan Carlos I,Norte,86,9,8,17,86.5,Bueno,Razonablemente bueno
6742081cd13b2ab27285678c,01/07/2013,Ozono,Suburbana,Casa de Campo,Oeste,94,13,13,26,92,Bueno,Razonablemente bueno
6742081cd13b2ab27285678e,01/07/2013,Ozono,Urbana de Fondo,Plaza del Carmen,Interior M30,78,164,164,328,78,Bueno,Razonablemente bueno
