_id;Mes;Magnitud;Tipo_Estacion;Estacion;Zona;Concentraciones_medias_mensuales;Muertes_hombre;Muertes_mujer;Muertes_totales;Total_Concentraciones_medias_mensuales;Indice_Calidad_Aire_CAQI;Indice_Calidad_Aire_Europeo;Umbrales_oms
6742081cd13b2ab272856ee7;2012-12-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;16;176;205;381;16.6;Muy Bueno;Bueno;Normal
6742081cd13b2ab272856f02;2013-02-01;Partículas en suspensión < 10µm;Urbana de Fondo;Sanchinarro;Norte;12;9;8;17;10.66666667;Muy Bueno;Bueno;Normal
6742081cd13b2ab272856f0e;2013-03-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;12;171;179;350;13.6;Muy Bueno;Bueno;Normal
6742081cd13b2ab272856f0f;2013-03-01;Partículas en suspensión < 10µm;Urbana de Fondo;Sanchinarro;Norte;10;9;8;17;9.666666667;Muy Bueno;Bueno;Normal
6742081cd13b2ab272856f1b;2013-04-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;16;156;162;318;17.6;Muy Bueno;Bueno;Normal
6742081cd13b2ab272856f28;2013-05-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;15;162;152;314;14.8;Muy Bueno;Bueno;Normal
6742081cd13b2ab272856f35;2013-06-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;21;161;158;319;23.4;Muy Bueno;Razonablemente bueno;Normal
6742081cd13b2ab272856f42;2013-07-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;30;164;164;328;31.4;Bueno;Razonablemente bueno;Normal
6742081cd13b2ab272856f76;2013-11-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;15;175;170;345;15.8;Muy Bueno;Bueno;Normal
6742081cd13b2ab272856f77;2013-11-01;Partículas en suspensión < 10µm;Urbana de Fondo;Sanchinarro;Norte;11;9;8;17;11.66666667;Muy Bueno;Bueno;Normal
6742081cd13b2ab272856f83;2013-12-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;18;195;185;380;17.2;Muy Bueno;Bueno;Normal
6742081cd13b2ab272856f84;2013-12-01;Partículas en suspensión < 10µm;Urbana de Fondo;Sanchinarro;Norte;13;10;9;19;13.66666667;Muy Bueno;Bueno;Normal
6742081cd13b2ab272856f90;2014-01-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;11;208;209;417;12.2;Muy Bueno;Bueno;Normal
6742081cd13b2ab272856fb7;2014-04-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;19;166;165;331;19.4;Muy Bueno;Bueno;Normal
6742081cd13b2ab272856fc4;2014-05-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;18;155;163;318;18.4;Muy Bueno;Bueno;Normal
6742081cd13b2ab272856ff8;2014-09-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;20;145;149;294;22.4;Muy Bueno;Razonablemente bueno;Normal
6742081cd13b2ab272856ff9;2014-09-01;Partículas en suspensión < 10µm;Urbana de Fondo;Sanchinarro;Norte;20;6;10;16;20.33333333;Muy Bueno;Razonablemente bueno;Normal
6742081cd13b2ab27285701f;2014-12-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;19;190;182;372;18.2;Muy Bueno;Bueno;Normal
6742081cd13b2ab27285703a;2015-02-01;Partículas en suspensión < 10µm;Urbana de Fondo;Sanchinarro;Norte;8;12;14;26;9.333333333;Muy Bueno;Bueno;Normal
6742081cd13b2ab27285706d;2015-06-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;21;171;178;349;21.6;Muy Bueno;Razonablemente bueno;Normal
6742081cd13b2ab27285707a;2015-07-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;25;200;243;443;25.8;Muy Bueno;Razonablemente bueno;Normal
6742081cd13b2ab2728570bb;2015-12-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;39;180;200;380;37.4;Bueno;Razonablemente bueno;Normal
6742081cd13b2ab2728570d6;2016-02-01;Partículas en suspensión < 10µm;Urbana de Fondo;Sanchinarro;Norte;20;8;9;17;19.66666667;Muy Bueno;Bueno;Normal
6742081cd13b2ab2728570e2;2016-03-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;14;174;206;380;14.4;Muy Bueno;Bueno;Normal
6742081cd13b2ab2728570ef;2016-04-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;10;161;177;338;10.6;Muy Bueno;Bueno;Normal
6742081cd13b2ab2728570fc;2016-05-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;12;151;172;323;13.2;Muy Bueno;Bueno;Normal
6742081cd13b2ab272857116;2016-07-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;22;161;182;343;24.4;Muy Bueno;Razonablemente bueno;Normal
6742081cd13b2ab272857130;2016-09-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;25;139;167;306;25.2;Muy Bueno;Razonablemente bueno;Normal
6742081dd13b2ab2728571f3;2017-12-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;18;195;223;418;14.2;Muy Bueno;Bueno;Normal
6742081dd13b2ab27285720d;2018-02-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;13;175;201;376;11.4;Muy Bueno;Bueno;Normal
6742081dd13b2ab27285721a;2018-03-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;7;189;204;393;6.4;Muy Bueno;Bueno;Normal
6742081dd13b2ab272857234;2018-05-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;11;162;175;337;10.2;Muy Bueno;Bueno;Normal
6742081dd13b2ab272857275;2018-10-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;17;159;176;335;19.6;Muy Bueno;Bueno;Normal
6742081dd13b2ab2728572a9;2019-02-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;25;178;205;383;26.8;Bueno;Razonablemente bueno;Normal
6742081dd13b2ab2728572b6;2019-03-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;15;173;201;374;18.6;Muy Bueno;Bueno;Normal
6742081dd13b2ab2728572d0;2019-05-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;10;157;179;336;12.8;Muy Bueno;Bueno;Normal
6742081dd13b2ab2728572d1;2019-05-01;Partículas en suspensión < 10µm;Urbana de Fondo;Sanchinarro;Norte;11;8;9;17;12.33333333;Muy Bueno;Bueno;Normal
6742081dd13b2ab2728572ea;2019-07-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;26;159;193;352;28.6;Bueno;Razonablemente bueno;Normal
6742081dd13b2ab27285732b;2019-12-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;13;167;197;364;15.4;Muy Bueno;Bueno;Normal
6742081dd13b2ab272857338;2020-01-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;19;247;288;535;20.2;Muy Bueno;Razonablemente bueno;Normal
6742081dd13b2ab27285735f;2020-04-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;10;637;779;1416;9.6;Muy Bueno;Bueno;Normal
6742081dd13b2ab27285736c;2020-05-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;11;231;260;491;13.4;Muy Bueno;Bueno;Normal
6742081dd13b2ab2728573a0;2020-09-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;15;262;262;524;16.4;Muy Bueno;Bueno;Normal
6742081dd13b2ab2728573ba;2020-11-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;17;240;248;488;19.8;Muy Bueno;Bueno;Normal
6742081dd13b2ab2728573c7;2020-12-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;9;238;263;501;12.4;Muy Bueno;Bueno;Normal
6742081dd13b2ab2728573d4;2021-01-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;16;164;172;336;16.2;Muy Bueno;Bueno;Normal
6742081dd13b2ab2728573fb;2021-04-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;13;113;129;242;14.6;Muy Bueno;Bueno;Normal
6742081dd13b2ab272857409;2021-05-01;Partículas en suspensión < 10µm;Urbana de Fondo;Sanchinarro;Norte;11;6;7;13;13.33333333;Muy Bueno;Bueno;Normal
6742081dd13b2ab272857456;2021-11-01;Partículas en suspensión < 10µm;Urbana de Fondo;Méndez Álvaro;Interior M30;13;118;134;252;11.6;Muy Bueno;Bueno;Normal
6742081dd13b2ab272857470;2010-01-01;Partículas en suspensión < 2,5µm;Urbana de Fondo;Méndez Álvaro;Interior M30;11;181;173;354;6.8;Muy Bueno;Bueno;Normal
6742081dd13b2ab2728574b0;2010-09-01;Partículas en suspensión < 2,5µm;Urbana de Fondo;Méndez Álvaro;Interior M30;13;134;137;271;12.6;Muy Bueno;Razonablemente bueno;Normal
6742081dd13b2ab2728574c0;2010-11-01;Partículas en suspensión < 2,5µm;Urbana de Fondo;Méndez Álvaro;Interior M30;11;158;153;311;11.8;Muy Bueno;Razonablemente bueno;Normal
6742081dd13b2ab272857538;2012-02-01;Partículas en suspensión < 2,5µm;Urbana de Fondo;Méndez Álvaro;Interior M30;12;186;212;398;10.8;Muy Bueno;Razonablemente bueno;Normal
6742081dd13b2ab272857568;2012-08-01;Partículas en suspensión < 2,5µm;Urbana de Fondo;Méndez Álvaro;Interior M30;17;157;167;324;15.6;Muy Bueno;Razonablemente bueno;Concentración elevada
6742081dd13b2ab272857580;2012-11-01;Partículas en suspensión < 2,5µm;Urbana de Fondo;Méndez Álvaro;Interior M30;10;166;178;344;10.4;Muy Bueno;Razonablemente bueno;Normal
6742081dd13b2ab272857598;2013-02-01;Partículas en suspensión < 2,5µm;Urbana de Fondo;Méndez Álvaro;Interior M30;9;162;164;326;9.2;Muy Bueno;Bueno;Normal
6742081dd13b2ab2728575a0;2013-03-01;Partículas en suspensión < 2,5µm;Urbana de Fondo;Méndez Álvaro;Interior M30;7;171;179;350;7.8;Muy Bueno;Bueno;Normal
6742081dd13b2ab2728575a8;2013-04-01;Partículas en suspensión < 2,5µm;Urbana de Fondo;Méndez Álvaro;Interior M30;8;156;162;318;9.4;Muy Bueno;Bueno;Normal
6742081dd13b2ab2728575b0;2013-05-01;Partículas en suspensión < 2,5µm;Urbana de Fondo;Méndez Álvaro;Interior M30;7;162;152;314;8.4;Muy Bueno;Bueno;Normal
6742081dd13b2ab2728575e0;2013-11-01;Partículas en suspensión < 2,5µm;Urbana de Fondo;Méndez Álvaro;Interior M30;8;175;170;345;8.6;Muy Bueno;Bueno;Normal
6742081dd13b2ab272857658;2015-02-01;Partículas en suspensión < 2,5µm;Urbana de Fondo;Méndez Álvaro;Interior M30;8;207;239;446;8.8;Muy Bueno;Bueno;Normal
6742081dd13b2ab2728576d0;2016-05-01;Partículas en suspensión < 2,5µm;Urbana de Fondo;Méndez Álvaro;Interior M30;7;151;172;323;7.2;Muy Bueno;Bueno;Normal
6742081dd13b2ab272857750;2017-09-01;Partículas en suspensión < 2,5µm;Urbana de Fondo;Méndez Álvaro;Interior M30;9;151;164;315;8.2;Muy Bueno;Bueno;Normal
6742081dd13b2ab272857780;2018-03-01;Partículas en suspensión < 2,5µm;Urbana de Fondo;Méndez Álvaro;Interior M30;5;189;204;393;4.6;Muy Bueno;Bueno;Normal
6742081dd13b2ab272857788;2018-04-01;Partículas en suspensión < 2,5µm;Urbana de Fondo;Méndez Álvaro;Interior M30;8;165;180;345;7.4;Muy Bueno;Bueno;Normal
6742081dd13b2ab2728577b8;2018-10-01;Partículas en suspensión < 2,5µm;Urbana de Fondo;Méndez Álvaro;Interior M30;9;159;176;335;9.8;Muy Bueno;Bueno;Normal
6742081dd13b2ab2728577e8;2019-04-01;Partículas en suspensión < 2,5µm;Urbana de Fondo;Méndez Álvaro;Interior M30;5;152;169;321;6.6;Muy Bueno;Bueno;Normal
6742081dd13b2ab272857820;2019-11-01;Partículas en suspensión < 2,5µm;Urbana de Fondo;Méndez Álvaro;Interior M30;5;158;168;326;5.8;Muy Bueno;Bueno;Normal
6742081dd13b2ab2728578e0;2021-11-01;Partículas en suspensión < 2,5µm;Urbana de Fondo;Méndez Álvaro;Interior M30;7;118;134;252;6.2;Muy Bueno;Bueno;Normal
6742081dd13b2ab2728578ef;2010-01-01;Benceno;Suburbana;Casa de Campo;Oeste;0.8;11;12;23;0.8;;;Concentración elevada
6742081dd13b2ab2728578f0;2010-01-01;Benceno;Urbana de Fondo;Urbanización Embajada;Norte;0.5;8;7;15;0.5;;;Concentración elevada
6742081dd13b2ab2728578f1;2010-01-01;Benceno;Urbana de Fondo;Farolillo;Sur;2.1;36;32;68;2.1;;;Concentración elevada
6742081dd13b2ab2728578f2;2010-01-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;1.2;181;173;354;0.866666667;;;Concentración elevada
6742081dd13b2ab2728578f5;2010-02-01;Benceno;Suburbana;Casa de Campo;Oeste;0.7;9;10;19;0.7;;;Concentración elevada
6742081dd13b2ab2728578f6;2010-02-01;Benceno;Urbana de Fondo;Urbanización Embajada;Norte;0.4;7;6;13;0.4;;;Concentración elevada
6742081dd13b2ab2728578f7;2010-02-01;Benceno;Urbana de Fondo;Farolillo;Sur;1.9;32;29;61;1.9;;;Concentración elevada
6742081dd13b2ab2728578f8;2010-02-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;1.2;158;154;312;0.9;;;Concentración elevada
6742081dd13b2ab2728578fd;2010-03-01;Benceno;Urbana de Fondo;Farolillo;Sur;1.4;31;28;59;1.4;;;Concentración elevada
6742081dd13b2ab2728578fe;2010-03-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.9;156;149;305;0.8;;;Concentración elevada
6742081dd13b2ab272857903;2010-04-01;Benceno;Urbana de Fondo;Farolillo;Sur;0.2;32;29;61;0.2;;;Concentración elevada
6742081dd13b2ab27285790a;2010-05-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.5;161;150;311;0.766666667;;;Concentración elevada
6742081dd13b2ab272857915;2010-07-01;Benceno;Urbana de Fondo;Farolillo;Sur;0.3;33;29;62;0.3;;;Concentración elevada
6742081dd13b2ab272857916;2010-07-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.5;166;157;323;0.833333333;;;Concentración elevada
6742081dd13b2ab272857919;2010-08-01;Benceno;Suburbana;Casa de Campo;Oeste;0.6;9;10;19;0.6;;;Concentración elevada
6742081dd13b2ab27285791c;2010-08-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.4;146;146;292;0.7;;;Concentración elevada
6742081dd13b2ab272857922;2010-09-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.7;134;137;271;1.133333333;;;Concentración elevada
6742081dd13b2ab272857928;2010-10-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.8;156;150;306;1.4;;;Concentración elevada
6742081dd13b2ab272857934;2010-12-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;1.2;175;167;342;1.7;;;Concentración elevada
6742081dd13b2ab27285793a;2011-01-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;1.6;192;184;376;1.733333333;;;Concentración elevada
6742081dd13b2ab272857940;2011-02-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;1;170;157;327;1.666666667;;;Concentración elevada
6742081dd13b2ab272857946;2011-03-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.3;187;162;349;1.1;;;Concentración elevada
6742081dd13b2ab27285794c;2011-04-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.3;163;153;316;0.866666667;;;Concentración elevada
6742081dd13b2ab272857952;2011-05-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.2;162;151;313;0.7;;;Concentración elevada
6742081dd13b2ab272857964;2011-08-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.3;152;151;303;0.633333333;;;Concentración elevada
6742081dd13b2ab27285796a;2011-09-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.6;147;145;292;1.2;;;Concentración elevada
6742081dd13b2ab272857970;2011-10-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.7;177;162;339;1.333333333;;;Concentración elevada
6742081dd13b2ab272857982;2012-01-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;1;208;244;452;1.766666667;;;Concentración elevada
6742081dd13b2ab272857988;2012-02-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.4;186;212;398;1.233333333;;;Concentración elevada
6742081dd13b2ab27285798e;2012-03-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.3;188;202;390;0.966666667;;;Concentración elevada
6742081dd13b2ab272857994;2012-04-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.2;168;180;348;0.666666667;;;Concentración elevada
6742081dd13b2ab27285799a;2012-05-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.3;175;175;350;0.8;;;Concentración elevada
6742081dd13b2ab2728579b2;2012-09-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.6;150;151;301;1.033333333;;;Concentración elevada
6742081dd13b2ab2728579b8;2012-10-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.9;153;167;320;1.533333333;;;Concentración elevada
6742081dd13b2ab2728579c4;2012-12-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;1.1;176;205;381;1.833333333;;;Concentración elevada
6742081dd13b2ab2728579d0;2013-02-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.9;162;164;326;1.266666667;;;Concentración elevada
6742081dd13b2ab2728579dc;2013-04-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.5;156;162;318;0.733333333;;;Concentración elevada
6742081dd13b2ab2728579fa;2013-09-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.6;153;146;299;0.933333333;;;Concentración elevada
6742081dd13b2ab272857a06;2013-11-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.8;175;170;345;1.166666667;;;Concentración elevada
6742081dd13b2ab272857a0c;2013-12-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;1.3;195;185;380;1.6;;;Concentración elevada
6742081dd13b2ab272857a0f;2014-01-01;Benceno;Suburbana;Casa de Campo;Oeste;0.1;14;16;30;0.1;;;Normal
6742081dd13b2ab272857a1e;2014-03-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.6;185;172;357;1.066666667;;;Concentración elevada
6742081dd13b2ab272857a3c;2014-08-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.2;149;156;305;0.533333333;;;Concentración elevada
6742081dd13b2ab272857a4e;2014-11-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;1.3;168;163;331;1.366666667;;;Concentración elevada
6742081dd13b2ab272857a58;2015-01-01;Benceno;Urbana de Fondo;Urbanización Embajada;Norte;1.1;14;16;30;1.1;;;Concentración elevada
6742081dd13b2ab272857a5a;2015-01-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;1.6;237;273;510;1.9;;;Concentración elevada
6742081dd13b2ab272857a60;2015-02-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.5;207;239;446;1.033333333;;;Concentración elevada
6742081dd13b2ab272857a72;2015-05-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.3;168;189;357;0.633333333;;;Concentración elevada
6742081dd13b2ab272857a84;2015-08-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.1;165;171;336;0.466666667;;;Concentración elevada
6742081dd13b2ab272857a8e;2015-10-01;Benceno;Urbana de Fondo;Urbanización Embajada;Norte;1.3;10;10;20;1.3;;;Concentración elevada
6742081dd13b2ab272857a9c;2015-12-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;1.1;180;200;380;1.8;;;Concentración elevada
6742081dd13b2ab272857ab4;2016-04-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.1;161;177;338;0.466666667;;;Concentración elevada
6742081dd13b2ab272857aba;2016-05-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.2;151;172;323;0.4;;;Concentración elevada
6742081dd13b2ab272857acc;2016-08-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.2;156;167;323;0.566666667;;;Concentración elevada
6742081dd13b2ab272857ad8;2016-10-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.6;153;170;323;1.266666667;;;Concentración elevada
6742081dd13b2ab272857b02;2017-05-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.4;163;174;337;0.433333333;;;Concentración elevada
6742081dd13b2ab272857b14;2017-08-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.3;145;175;320;0.333333333;;;Concentración elevada
6742081dd13b2ab272857b50;2018-06-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.2;159;185;344;0.266666667;;;Concentración elevada
6742081dd13b2ab272857b5c;2018-08-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.1;159;183;342;0.233333333;;;Concentración elevada
6742081dd13b2ab272857b8c;2019-04-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.3;152;169;321;0.366666667;;;Concentración elevada
6742081dd13b2ab272857bb0;2019-10-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.3;161;183;344;0.566666667;;;Concentración elevada
6742081dd13b2ab272857bd4;2020-04-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.2;637;779;1416;0.233333333;;;Concentración elevada
6742081dd13b2ab272857c2e;2021-07-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.2;160;194;354;0.2;;;Concentración elevada
6742081dd13b2ab272857c3a;2021-09-01;Benceno;Urbana de Tráfico;Cuatro Caminos;Interior M30;0.1;107;118;225;0.166666667;;;Normal
